2024-02-04 17:21:01.719606: iter: [1/300], train_loss: 0.2450157236, valid_loss: 0.2237624178, best_valid_loss: 0.2237624178, lr: 0.0001000000
2024-02-04 17:21:26.230291: iter: [31/300], train_loss: 0.0058346628, valid_loss: 0.0058611596, best_valid_loss: 0.0056905686, lr: 0.0000640000
2024-02-04 17:21:27.033145: iter: [32/300], train_loss: 0.0057224892, valid_loss: 0.0055913483, best_valid_loss: 0.0055913483, lr: 0.0000640000
2024-02-04 17:21:27.815058: iter: [33/300], train_loss: 0.0056178224, valid_loss: 0.0057254237, best_valid_loss: 0.0055913483, lr: 0.0000640000
2024-02-04 17:21:28.585025: iter: [34/300], train_loss: 0.0055187544, valid_loss: 0.0057752336, best_valid_loss: 0.0055913483, lr: 0.0000640000
2024-02-04 17:21:29.378918: iter: [35/300], train_loss: 0.0054380585, valid_loss: 0.0051770656, best_valid_loss: 0.0051770656, lr: 0.0000640000
2024-02-04 17:21:30.148859: iter: [36/300], train_loss: 0.0053652049, valid_loss: 0.0054541458, best_valid_loss: 0.0051770656, lr: 0.0000640000
2024-02-04 17:21:30.912844: iter: [37/300], train_loss: 0.0053117320, valid_loss: 0.0052127062, best_valid_loss: 0.0051770656, lr: 0.0000640000
2024-02-04 17:21:31.677769: iter: [38/300], train_loss: 0.0052500650, valid_loss: 0.0050503543, best_valid_loss: 0.0050503543, lr: 0.0000640000
2024-02-04 17:21:32.497608: iter: [39/300], train_loss: 0.0051929074, valid_loss: 0.0052267211, best_valid_loss: 0.0050503543, lr: 0.0000640000
2024-02-04 17:21:33.287494: iter: [40/300], train_loss: 0.0051493800, valid_loss: 0.0051114500, best_valid_loss: 0.0050503543, lr: 0.0000640000
2024-02-04 17:21:34.057409: iter: [41/300], train_loss: 0.0050918770, valid_loss: 0.0049193694, best_valid_loss: 0.0049193694, lr: 0.0000640000
2024-02-04 17:21:34.842312: iter: [42/300], train_loss: 0.0050397169, valid_loss: 0.0048363280, best_valid_loss: 0.0048363280, lr: 0.0000640000
2024-02-04 17:21:35.664113: iter: [43/300], train_loss: 0.0049973320, valid_loss: 0.0051736192, best_valid_loss: 0.0048363280, lr: 0.0000640000
2024-02-04 17:21:36.428069: iter: [44/300], train_loss: 0.0049749959, valid_loss: 0.0048946617, best_valid_loss: 0.0048363280, lr: 0.0000640000
2024-02-04 17:21:37.209978: iter: [45/300], train_loss: 0.0049366339, valid_loss: 0.0053146620, best_valid_loss: 0.0048363280, lr: 0.0000640000
2024-02-04 17:21:37.998869: iter: [46/300], train_loss: 0.0048931883, valid_loss: 0.0048267621, best_valid_loss: 0.0048267621, lr: 0.0000512000
2024-02-04 17:21:38.798732: iter: [47/300], train_loss: 0.0048837396, valid_loss: 0.0052252016, best_valid_loss: 0.0048267621, lr: 0.0000512000
2024-02-04 17:21:39.593607: iter: [48/300], train_loss: 0.0048543710, valid_loss: 0.0048964589, best_valid_loss: 0.0048267621, lr: 0.0000512000
2024-02-04 17:21:40.381502: iter: [49/300], train_loss: 0.0048088665, valid_loss: 0.0053058888, best_valid_loss: 0.0048267621, lr: 0.0000512000
2024-02-04 17:21:41.155452: iter: [50/300], train_loss: 0.0047997519, valid_loss: 0.0052039294, best_valid_loss: 0.0048267621, lr: 0.0000512000
2024-02-04 17:21:41.954295: iter: [51/300], train_loss: 0.0047854789, valid_loss: 0.0049430736, best_valid_loss: 0.0048267621, lr: 0.0000512000
2024-02-04 17:21:42.735207: iter: [52/300], train_loss: 0.0047469873, valid_loss: 0.0047115398, best_valid_loss: 0.0047115398, lr: 0.0000512000
2024-02-04 17:21:43.499168: iter: [53/300], train_loss: 0.0047293042, valid_loss: 0.0050171679, best_valid_loss: 0.0047115398, lr: 0.0000512000
2024-02-04 17:21:44.265121: iter: [54/300], train_loss: 0.0047103589, valid_loss: 0.0047495213, best_valid_loss: 0.0047115398, lr: 0.0000512000
2024-02-04 17:21:45.068969: iter: [55/300], train_loss: 0.0047089218, valid_loss: 0.0050601511, best_valid_loss: 0.0047115398, lr: 0.0000512000
2024-02-04 17:21:45.847918: iter: [56/300], train_loss: 0.0046846260, valid_loss: 0.0045295885, best_valid_loss: 0.0045295885, lr: 0.0000512000
2024-02-04 17:21:46.696648: iter: [57/300], train_loss: 0.0046517338, valid_loss: 0.0045914194, best_valid_loss: 0.0045295885, lr: 0.0000512000
2024-02-04 17:21:47.462569: iter: [58/300], train_loss: 0.0046255404, valid_loss: 0.0047515974, best_valid_loss: 0.0045295885, lr: 0.0000512000
2024-02-04 17:21:48.266420: iter: [59/300], train_loss: 0.0046124975, valid_loss: 0.0046839099, best_valid_loss: 0.0045295885, lr: 0.0000512000
2024-02-04 17:21:49.040354: iter: [60/300], train_loss: 0.0045959136, valid_loss: 0.0045492828, best_valid_loss: 0.0045295885, lr: 0.0000512000
2024-02-04 17:21:49.793369: iter: [61/300], train_loss: 0.0045861927, valid_loss: 0.0047823649, best_valid_loss: 0.0045295885, lr: 0.0000409600
2024-02-04 17:21:50.564279: iter: [62/300], train_loss: 0.0045592820, valid_loss: 0.0045267229, best_valid_loss: 0.0045267229, lr: 0.0000409600
2024-02-04 17:21:51.397051: iter: [63/300], train_loss: 0.0045500263, valid_loss: 0.0046967861, best_valid_loss: 0.0045267229, lr: 0.0000409600
2024-02-04 17:21:52.164997: iter: [64/300], train_loss: 0.0045381575, valid_loss: 0.0047164044, best_valid_loss: 0.0045267229, lr: 0.0000409600
2024-02-04 17:21:52.956884: iter: [65/300], train_loss: 0.0045120926, valid_loss: 0.0048610843, best_valid_loss: 0.0045267229, lr: 0.0000409600
2024-02-04 17:21:53.735800: iter: [66/300], train_loss: 0.0044927229, valid_loss: 0.0047461827, best_valid_loss: 0.0045267229, lr: 0.0000409600
2024-02-04 17:21:54.542681: iter: [67/300], train_loss: 0.0044944792, valid_loss: 0.0042334537, best_valid_loss: 0.0042334537, lr: 0.0000409600
2024-02-04 17:21:55.303644: iter: [68/300], train_loss: 0.0044994049, valid_loss: 0.0044179289, best_valid_loss: 0.0042334537, lr: 0.0000409600
2024-02-04 17:21:56.073587: iter: [69/300], train_loss: 0.0044727122, valid_loss: 0.0046388775, best_valid_loss: 0.0042334537, lr: 0.0000409600
2024-02-04 17:21:56.825606: iter: [70/300], train_loss: 0.0044625149, valid_loss: 0.0044502037, best_valid_loss: 0.0042334537, lr: 0.0000409600
2024-02-04 17:21:57.663336: iter: [71/300], train_loss: 0.0044476417, valid_loss: 0.0046722762, best_valid_loss: 0.0042334537, lr: 0.0000409600
2024-02-04 17:21:58.455251: iter: [72/300], train_loss: 0.0044267201, valid_loss: 0.0048498137, best_valid_loss: 0.0042334537, lr: 0.0000409600
2024-02-04 17:21:59.233171: iter: [73/300], train_loss: 0.0044258977, valid_loss: 0.0047041201, best_valid_loss: 0.0042334537, lr: 0.0000409600
2024-02-04 17:22:00.000119: iter: [74/300], train_loss: 0.0043975110, valid_loss: 0.0042552567, best_valid_loss: 0.0042334537, lr: 0.0000409600
2024-02-04 17:22:00.862814: iter: [75/300], train_loss: 0.0044047839, valid_loss: 0.0046455334, best_valid_loss: 0.0042334537, lr: 0.0000409600
2024-02-04 17:22:01.634748: iter: [76/300], train_loss: 0.0043650661, valid_loss: 0.0047485114, best_valid_loss: 0.0042334537, lr: 0.0000327680
2024-02-04 17:22:02.410676: iter: [77/300], train_loss: 0.0043623747, valid_loss: 0.0044424268, best_valid_loss: 0.0042334537, lr: 0.0000327680
2024-02-04 17:22:03.187567: iter: [78/300], train_loss: 0.0043541818, valid_loss: 0.0042683041, best_valid_loss: 0.0042334537, lr: 0.0000327680
2024-02-04 17:22:04.372406: iter: [79/300], train_loss: 0.0043549585, valid_loss: 0.0045401932, best_valid_loss: 0.0042334537, lr: 0.0000327680
2024-02-04 17:22:05.559227: iter: [80/300], train_loss: 0.0043504585, valid_loss: 0.0044862993, best_valid_loss: 0.0042334537, lr: 0.0000327680
2024-02-04 17:22:06.392001: iter: [81/300], train_loss: 0.0043403390, valid_loss: 0.0042094484, best_valid_loss: 0.0042094484, lr: 0.0000327680
2024-02-04 17:22:07.226768: iter: [82/300], train_loss: 0.0043210039, valid_loss: 0.0041750496, best_valid_loss: 0.0041750496, lr: 0.0000327680
2024-02-04 17:22:08.019654: iter: [83/300], train_loss: 0.0043163483, valid_loss: 0.0046186573, best_valid_loss: 0.0041750496, lr: 0.0000327680
2024-02-04 17:22:08.816547: iter: [84/300], train_loss: 0.0043111481, valid_loss: 0.0042498679, best_valid_loss: 0.0041750496, lr: 0.0000327680
2024-02-04 17:22:09.601450: iter: [85/300], train_loss: 0.0042983130, valid_loss: 0.0044330164, best_valid_loss: 0.0041750496, lr: 0.0000327680
2024-02-04 17:22:10.472093: iter: [86/300], train_loss: 0.0042915909, valid_loss: 0.0044316027, best_valid_loss: 0.0041750496, lr: 0.0000327680
2024-02-04 17:22:11.267968: iter: [87/300], train_loss: 0.0042902996, valid_loss: 0.0042734478, best_valid_loss: 0.0041750496, lr: 0.0000327680
2024-02-04 17:22:12.059878: iter: [88/300], train_loss: 0.0042851345, valid_loss: 0.0043617069, best_valid_loss: 0.0041750496, lr: 0.0000327680
2024-02-04 17:22:12.860737: iter: [89/300], train_loss: 0.0042763705, valid_loss: 0.0044647677, best_valid_loss: 0.0041750496, lr: 0.0000327680
2024-02-04 17:22:13.692484: iter: [90/300], train_loss: 0.0042619743, valid_loss: 0.0049199003, best_valid_loss: 0.0041750496, lr: 0.0000327680
2024-02-04 17:22:14.495337: iter: [91/300], train_loss: 0.0042601960, valid_loss: 0.0040766228, best_valid_loss: 0.0040766228, lr: 0.0000262144
2024-02-04 17:22:15.294231: iter: [92/300], train_loss: 0.0042551536, valid_loss: 0.0044260323, best_valid_loss: 0.0040766228, lr: 0.0000262144
2024-02-04 17:22:16.114009: iter: [93/300], train_loss: 0.0042360273, valid_loss: 0.0042934508, best_valid_loss: 0.0040766228, lr: 0.0000262144
2024-02-04 17:22:16.964736: iter: [94/300], train_loss: 0.0042266165, valid_loss: 0.0039863688, best_valid_loss: 0.0039863688, lr: 0.0000262144
2024-02-04 17:22:17.759638: iter: [95/300], train_loss: 0.0042285941, valid_loss: 0.0046555043, best_valid_loss: 0.0039863688, lr: 0.0000262144
2024-02-04 17:22:18.610366: iter: [96/300], train_loss: 0.0042270518, valid_loss: 0.0043907754, best_valid_loss: 0.0039863688, lr: 0.0000262144
2024-02-04 17:22:19.434133: iter: [97/300], train_loss: 0.0042365442, valid_loss: 0.0041129092, best_valid_loss: 0.0039863688, lr: 0.0000262144
2024-02-04 17:22:20.291871: iter: [98/300], train_loss: 0.0042193804, valid_loss: 0.0042922789, best_valid_loss: 0.0039863688, lr: 0.0000262144
2024-02-04 17:22:21.081729: iter: [99/300], train_loss: 0.0042158198, valid_loss: 0.0046154813, best_valid_loss: 0.0039863688, lr: 0.0000262144
2024-02-04 17:22:21.876603: iter: [100/300], train_loss: 0.0042141064, valid_loss: 0.0042840523, best_valid_loss: 0.0039863688, lr: 0.0000262144
2024-02-04 17:22:22.687468: iter: [101/300], train_loss: 0.0041959855, valid_loss: 0.0041346325, best_valid_loss: 0.0039863688, lr: 0.0000262144
2024-02-04 17:22:23.527220: iter: [102/300], train_loss: 0.0042024823, valid_loss: 0.0042475774, best_valid_loss: 0.0039863688, lr: 0.0000262144
2024-02-04 17:22:24.317108: iter: [103/300], train_loss: 0.0041875865, valid_loss: 0.0044948339, best_valid_loss: 0.0039863688, lr: 0.0000262144
2024-02-04 17:22:25.112981: iter: [104/300], train_loss: 0.0041769793, valid_loss: 0.0041666452, best_valid_loss: 0.0039863688, lr: 0.0000262144
2024-02-04 17:22:25.902839: iter: [105/300], train_loss: 0.0041808168, valid_loss: 0.0042258427, best_valid_loss: 0.0039863688, lr: 0.0000262144
2024-02-04 17:22:26.741602: iter: [106/300], train_loss: 0.0041774758, valid_loss: 0.0042920935, best_valid_loss: 0.0039863688, lr: 0.0000209715
2024-02-04 17:22:27.563431: iter: [107/300], train_loss: 0.0041624387, valid_loss: 0.0043629090, best_valid_loss: 0.0039863688, lr: 0.0000209715
2024-02-04 17:22:28.373238: iter: [108/300], train_loss: 0.0041519505, valid_loss: 0.0044558697, best_valid_loss: 0.0039863688, lr: 0.0000209715
2024-02-04 17:22:29.220970: iter: [109/300], train_loss: 0.0041619782, valid_loss: 0.0042499613, best_valid_loss: 0.0039863688, lr: 0.0000209715
2024-02-04 17:22:30.004872: iter: [110/300], train_loss: 0.0041615868, valid_loss: 0.0042553598, best_valid_loss: 0.0039863688, lr: 0.0000209715
2024-02-04 17:22:30.780832: iter: [111/300], train_loss: 0.0041513370, valid_loss: 0.0041998502, best_valid_loss: 0.0039863688, lr: 0.0000209715
2024-02-04 17:22:31.559718: iter: [112/300], train_loss: 0.0041417884, valid_loss: 0.0040578328, best_valid_loss: 0.0039863688, lr: 0.0000209715
2024-02-04 17:22:32.380523: iter: [113/300], train_loss: 0.0041338275, valid_loss: 0.0039324817, best_valid_loss: 0.0039324817, lr: 0.0000209715
2024-02-04 17:22:33.170409: iter: [114/300], train_loss: 0.0041370032, valid_loss: 0.0039762006, best_valid_loss: 0.0039324817, lr: 0.0000209715
2024-02-04 17:22:33.942379: iter: [115/300], train_loss: 0.0041347190, valid_loss: 0.0042359054, best_valid_loss: 0.0039324817, lr: 0.0000209715
2024-02-04 17:22:34.773158: iter: [116/300], train_loss: 0.0041215525, valid_loss: 0.0041904963, best_valid_loss: 0.0039324817, lr: 0.0000209715
2024-02-04 17:22:35.606897: iter: [117/300], train_loss: 0.0041191003, valid_loss: 0.0045564652, best_valid_loss: 0.0039324817, lr: 0.0000209715
2024-02-04 17:22:36.417758: iter: [118/300], train_loss: 0.0041204252, valid_loss: 0.0040172352, best_valid_loss: 0.0039324817, lr: 0.0000209715
2024-02-04 17:22:37.203657: iter: [119/300], train_loss: 0.0041217879, valid_loss: 0.0041632589, best_valid_loss: 0.0039324817, lr: 0.0000209715
2024-02-04 17:22:37.985536: iter: [120/300], train_loss: 0.0041303120, valid_loss: 0.0040056224, best_valid_loss: 0.0039324817, lr: 0.0000209715
2024-02-04 17:22:38.813328: iter: [121/300], train_loss: 0.0041075017, valid_loss: 0.0039830755, best_valid_loss: 0.0039324817, lr: 0.0000167772
2024-02-04 17:22:39.602218: iter: [122/300], train_loss: 0.0041033125, valid_loss: 0.0041135488, best_valid_loss: 0.0039324817, lr: 0.0000167772
2024-02-04 17:22:40.388113: iter: [123/300], train_loss: 0.0041023188, valid_loss: 0.0044583247, best_valid_loss: 0.0039324817, lr: 0.0000167772
2024-02-04 17:22:41.198945: iter: [124/300], train_loss: 0.0041037976, valid_loss: 0.0044030878, best_valid_loss: 0.0039324817, lr: 0.0000167772
2024-02-04 17:22:42.009778: iter: [125/300], train_loss: 0.0041036182, valid_loss: 0.0043080250, best_valid_loss: 0.0039324817, lr: 0.0000167772
2024-02-04 17:22:42.817622: iter: [126/300], train_loss: 0.0040926655, valid_loss: 0.0042007719, best_valid_loss: 0.0039324817, lr: 0.0000167772
2024-02-04 17:22:43.602550: iter: [127/300], train_loss: 0.0040910227, valid_loss: 0.0044029521, best_valid_loss: 0.0039324817, lr: 0.0000167772
2024-02-04 17:22:44.407369: iter: [128/300], train_loss: 0.0040960339, valid_loss: 0.0043279135, best_valid_loss: 0.0039324817, lr: 0.0000167772
2024-02-04 17:22:45.241142: iter: [129/300], train_loss: 0.0040932831, valid_loss: 0.0038205352, best_valid_loss: 0.0038205352, lr: 0.0000167772
2024-02-04 17:22:46.039039: iter: [130/300], train_loss: 0.0040881587, valid_loss: 0.0040933568, best_valid_loss: 0.0038205352, lr: 0.0000167772
2024-02-04 17:22:46.827899: iter: [131/300], train_loss: 0.0040734466, valid_loss: 0.0041497787, best_valid_loss: 0.0038205352, lr: 0.0000167772
2024-02-04 17:22:47.640752: iter: [132/300], train_loss: 0.0040700286, valid_loss: 0.0043562438, best_valid_loss: 0.0038205352, lr: 0.0000167772
2024-02-04 17:22:48.453578: iter: [133/300], train_loss: 0.0040636689, valid_loss: 0.0043352724, best_valid_loss: 0.0038205352, lr: 0.0000167772
2024-02-04 17:22:49.254417: iter: [134/300], train_loss: 0.0040718691, valid_loss: 0.0041321014, best_valid_loss: 0.0038205352, lr: 0.0000167772
2024-02-04 17:22:50.031364: iter: [135/300], train_loss: 0.0040702799, valid_loss: 0.0044908380, best_valid_loss: 0.0038205352, lr: 0.0000167772
2024-02-04 17:22:50.823215: iter: [136/300], train_loss: 0.0040663756, valid_loss: 0.0044898752, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:22:51.648009: iter: [137/300], train_loss: 0.0040619028, valid_loss: 0.0041026721, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:22:52.444880: iter: [138/300], train_loss: 0.0040625539, valid_loss: 0.0042063869, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:22:53.271701: iter: [139/300], train_loss: 0.0040575748, valid_loss: 0.0046499231, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:22:54.059590: iter: [140/300], train_loss: 0.0040578189, valid_loss: 0.0046183604, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:22:54.886352: iter: [141/300], train_loss: 0.0040596341, valid_loss: 0.0040911387, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:22:55.683222: iter: [142/300], train_loss: 0.0040476491, valid_loss: 0.0040031283, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:22:56.470120: iter: [143/300], train_loss: 0.0040390427, valid_loss: 0.0040011246, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:22:57.315858: iter: [144/300], train_loss: 0.0040499228, valid_loss: 0.0043603591, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:22:58.123697: iter: [145/300], train_loss: 0.0040358261, valid_loss: 0.0040573769, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:22:58.927580: iter: [146/300], train_loss: 0.0040489620, valid_loss: 0.0042683013, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:22:59.755367: iter: [147/300], train_loss: 0.0040373685, valid_loss: 0.0039997090, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:23:00.603068: iter: [148/300], train_loss: 0.0040445797, valid_loss: 0.0041878763, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:23:01.418892: iter: [149/300], train_loss: 0.0040349999, valid_loss: 0.0042440253, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:23:02.203790: iter: [150/300], train_loss: 0.0040289382, valid_loss: 0.0041434780, best_valid_loss: 0.0038205352, lr: 0.0000134218
2024-02-04 17:23:02.993677: iter: [151/300], train_loss: 0.0040403483, valid_loss: 0.0044789248, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:03.816478: iter: [152/300], train_loss: 0.0040365891, valid_loss: 0.0045281999, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:04.590436: iter: [153/300], train_loss: 0.0040185981, valid_loss: 0.0042366087, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:05.406226: iter: [154/300], train_loss: 0.0040283285, valid_loss: 0.0043629573, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:06.189164: iter: [155/300], train_loss: 0.0040174409, valid_loss: 0.0041670497, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:07.035873: iter: [156/300], train_loss: 0.0040137710, valid_loss: 0.0044209622, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:07.830777: iter: [157/300], train_loss: 0.0040197512, valid_loss: 0.0046998572, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:08.684463: iter: [158/300], train_loss: 0.0040161524, valid_loss: 0.0039516389, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:09.488319: iter: [159/300], train_loss: 0.0040114221, valid_loss: 0.0044801125, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:10.328073: iter: [160/300], train_loss: 0.0040085574, valid_loss: 0.0039567630, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:11.128929: iter: [161/300], train_loss: 0.0040150322, valid_loss: 0.0043830064, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:11.943777: iter: [162/300], train_loss: 0.0040102098, valid_loss: 0.0040586104, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:12.723695: iter: [163/300], train_loss: 0.0040081069, valid_loss: 0.0042165899, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:13.584363: iter: [164/300], train_loss: 0.0039977458, valid_loss: 0.0040760317, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:14.371260: iter: [165/300], train_loss: 0.0040098078, valid_loss: 0.0040860500, best_valid_loss: 0.0038205352, lr: 0.0000107374
2024-02-04 17:23:15.161180: iter: [166/300], train_loss: 0.0039951474, valid_loss: 0.0041150736, best_valid_loss: 0.0038205352, lr: 0.0000085899
2024-02-04 17:23:15.959044: iter: [167/300], train_loss: 0.0040041761, valid_loss: 0.0042057081, best_valid_loss: 0.0038205352, lr: 0.0000085899
2024-02-04 17:23:16.778826: iter: [168/300], train_loss: 0.0040060615, valid_loss: 0.0041965258, best_valid_loss: 0.0038205352, lr: 0.0000085899
2024-02-04 17:23:17.585669: iter: [169/300], train_loss: 0.0039995992, valid_loss: 0.0040926718, best_valid_loss: 0.0038205352, lr: 0.0000085899
2024-02-04 17:23:18.397500: iter: [170/300], train_loss: 0.0039888080, valid_loss: 0.0038508783, best_valid_loss: 0.0038205352, lr: 0.0000085899
2024-02-04 17:23:19.193398: iter: [171/300], train_loss: 0.0040032415, valid_loss: 0.0040940129, best_valid_loss: 0.0038205352, lr: 0.0000085899
2024-02-04 17:23:20.029134: iter: [172/300], train_loss: 0.0039915606, valid_loss: 0.0040831116, best_valid_loss: 0.0038205352, lr: 0.0000085899
2024-02-04 17:23:20.803067: iter: [173/300], train_loss: 0.0039958050, valid_loss: 0.0046090893, best_valid_loss: 0.0038205352, lr: 0.0000085899
2024-02-04 17:23:21.598936: iter: [174/300], train_loss: 0.0039906177, valid_loss: 0.0042380548, best_valid_loss: 0.0038205352, lr: 0.0000085899
2024-02-04 17:23:22.387832: iter: [175/300], train_loss: 0.0039905413, valid_loss: 0.0041741974, best_valid_loss: 0.0038205352, lr: 0.0000085899
2024-02-04 17:23:23.225592: iter: [176/300], train_loss: 0.0039894786, valid_loss: 0.0042826981, best_valid_loss: 0.0038205352, lr: 0.0000085899
2024-02-04 17:23:24.061385: iter: [177/300], train_loss: 0.0039802671, valid_loss: 0.0042353088, best_valid_loss: 0.0038205352, lr: 0.0000085899
2024-02-04 17:23:24.841299: iter: [178/300], train_loss: 0.0039895411, valid_loss: 0.0040348508, best_valid_loss: 0.0038205352, lr: 0.0000085899
