,Tair,Rhair,CO2air,PARin
335,16.6,85.0,550.0,0.0
336,16.6,84.4,531.0,0.0
337,16.3,84.8,515.0,0.0
338,19.4,58.3,490.000002,280.0
339,21.8,62.7,561.0,278.0
340,21.6,70.1,503.000001,278.0
341,21.1,75.3,545.999999,279.0
342,20.5,72.6,619.0,278.0
343,20.4,74.8,562.999999,279.0
344,19.6,71.6,573.999999,282.0
345,20.2,75.5,591.0,304.0
346,21.5,67.7,509.000001,349.0
347,24.8,73.2,542.0,359.000005
348,27.0,72.5,648.0,428.0
349,29.8,66.0,595.000003,459.999997
350,29.5,69.6,518.000001,338.999998
351,26.5,69.3,547.0,314.0
352,25.6,70.8,569.000001,295.0
353,24.1,71.4,673.999998,279.0
354,22.7,73.2,589.0,278.0
355,22.7,78.7,551.999999,286.0
356,22.1,78.7,524.999999,285.999971
357,18.6,86.0,518.0,0.0
358,18.0,85.9,498.0,0.0
359,18.0,83.3,471.0,0.0
360,17.9,82.8,459.0,0.0
361,17.5,80.5,435.0,122.999997
362,18.5,73.7,465.999999,203.0
363,19.9,72.7,532.0,278.0
364,20.6,76.6,528.000001,278.0
365,19.5,70.4,509.0,279.0
366,20.1,74.5,531.0,278.0
367,20.0,73.6,518.0,278.0
368,19.8,74.1,550.999999,278.0
369,19.1,72.9,493.0,286.0
370,20.1,66.4,487.0,341.999999
371,23.8,63.300001,502.999999,387.000001
372,22.0,61.2,500.0,327.0
373,21.7,61.5,510.0,349.999998
374,21.4,59.4,498.0,327.999998
375,21.3,59.8,497.0,316.0
376,20.7,63.6,487.000003,294.000001
377,20.1,64.1,496.999999,287.999999
378,20.7,64.8,502.0,279.0
379,21.9,72.0,513.999998,286.0
380,21.7,73.1,569.000016,0.0
381,18.3,82.1,502.0,0.0
382,17.2,88.3,479.0,0.0
383,18.0,83.9,451.0,0.0
384,17.7,84.6,440.0,0.0
385,17.5,83.6,421.0,122.999997
386,18.1,73.1,447.999999,203.0
387,19.9,73.7,540.0,278.0
388,20.3,75.0,507.0,278.0
389,20.4,75.1,500.000001,278.0
390,19.9,74.1,609.0,278.0
391,19.3,66.8,496.0,279.0
392,19.4,68.0,503.999999,283.0
393,19.7,63.2,516.0,308.0
394,21.9,70.9,508.000002,345.0
395,23.0,64.7,651.999999,251.0
396,25.7,66.2,677.0,286.0
397,25.8,65.5,669.000001,249.000002
398,25.7,63.500001,647.000002,213.000012
399,24.7,65.2,680.0,272.0
400,23.3,66.3,719.000001,217.000001
401,20.5,60.2,678.999999,173.0
402,18.8,63.5,720.0,153.0
403,19.1,70.1,797.000002,156.0
404,18.5,75.5,821.000001,0.0
405,16.3,86.9,751.0,0.0
406,15.6,89.6,680.000001,0.0
407,15.5,90.4,634.0,0.0
408,15.3,90.8,601.0,0.0
409,15.2,89.8,553.000001,123.999997
410,19.5,71.5,619.999999,203.0
411,20.6,71.8,794.0,278.0
412,20.8,75.9,798.999999,278.0
413,20.7,72.3,792.999999,278.0
414,20.6,78.1,808.0,278.0
415,19.2,71.8,727.000001,279.0
416,18.3,79.4,813.0,151.0
417,17.0,80.0,736.0,156.0
418,16.9,78.2,652.000001,162.0
419,16.2,73.0,535.000001,186.999999
420,18.3,72.8,608.0,237.0
421,16.4,70.7,539.000004,200.000005
422,15.4,64.2,461.0,294.999994
423,17.0,55.7,458.0,257.0
424,18.3,58.6,553.0,222.000005
425,16.9,62.9,587.999994,182.999999
426,15.7,70.3,651.0,147.0
427,14.4,74.4,714.999999,147.0
428,13.9,76.2,766.0,0.0
429,11.4,74.0,456.0,0.0
430,10.8,78.6,437.0,0.0
431,10.1,74.2,415.0,0.0
432,10.6,80.8,426.0,0.0
433,11.1,81.4,430.0,121.999997
434,18.2,52.0,478.999999,200.0
435,18.3,56.2,608.0,274.0
436,17.4,61.5,803.999999,274.0
437,17.8,61.3,796.999999,275.0
438,17.8,61.0,804.0,274.0
439,14.9,56.2,542.999999,275.0
440,18.4,58.4,802.0,152.0
441,16.1,53.8,570.0,183.0
442,17.5,51.4,553.0,222.000001
443,19.4,59.0,621.999999,217.000004
444,22.3,60.2,751.0,273.0
445,23.4,65.6,767.000005,283.000005
446,23.9,62.2,733.0,278.999997
447,21.3,61.5,735.0,193.0
448,19.3,56.0,699.000001,180.0
449,18.3,61.8,769.000001,156.0
450,17.2,71.0,793.0,151.0
451,17.4,76.2,832.0,156.0
452,17.0,80.2,791.000003,0.0
453,15.0,87.0,725.0,0.0
454,14.6,88.6,639.0,0.0
455,14.3,89.1,580.0,0.0
456,14.1,88.5,542.0,0.0
457,13.9,85.5,481.000001,123.999997
458,21.3,60.1,562.999999,203.0
459,21.6,62.6,759.0,278.0
460,20.8,66.2,804.0,278.0
461,20.1,69.2,838.000001,278.0
462,19.5,70.7,805.0,279.0
463,19.1,70.9,803.0,279.0
464,19.0,73.8,809.999999,150.0
465,18.2,75.7,774.0,169.0
466,18.5,74.2,757.0,194.0
467,18.8,72.0,735.000001,193.999999
468,18.3,74.1,751.0,183.0
469,18.2,73.9,739.000001,180.0
470,17.9,75.2,729.0,177.0
471,17.7,76.1,744.0,169.0
472,17.6,77.2,747.999999,159.000001
473,17.4,78.6,788.000001,154.0
474,17.3,80.2,798.0,151.0
475,17.7,81.9,775.000003,154.0
476,17.4,83.2,816.0,0.0
477,15.6,88.3,632.0,0.0
478,14.9,89.8,526.000001,0.0
479,14.2,90.7,498.0,0.0
480,13.8,90.1,476.0,0.0
481,13.6,88.8,451.0,123.999997
482,20.7,56.9,513.999999,203.0
483,20.7,58.7,632.0,277.0
484,20.4,64.5,801.000001,278.0
485,19.9,67.8,789.000001,278.0
486,19.4,70.5,789.0,278.0
487,18.1,68.5,777.0,279.0
488,19.0,66.2,783.000002,158.0
489,18.7,62.6,751.0,154.0
490,17.2,68.6,755.0,162.0
491,16.5,70.6,735.0,179.0
492,16.8,71.3,731.0,188.0
493,17.6,69.8,766.0,209.999996
494,18.3,67.6,717.999999,195.0
495,19.2,59.9,621.0,247.0
496,17.9,57.0,574.999998,266.999996
497,19.0,59.6,644.000001,180.999999
498,17.9,64.6,755.0,151.0
499,18.0,72.3,799.0,155.0
500,17.6,77.7,824.000001,0.0
501,15.2,86.5,738.0,0.0
502,14.2,88.0,633.000001,0.0
503,13.8,88.7,575.0,0.0
504,13.7,88.9,549.0,0.0
505,13.4,88.1,498.000001,123.999997
506,20.5,57.8,485.999999,203.0
507,20.9,60.7,690.0,278.0
508,20.4,65.4,828.999999,278.0
509,19.8,69.1,804.000003,278.0
510,19.2,71.4,813.0,279.0
511,17.9,68.6,790.999999,278.0
512,18.4,70.9,809.999999,161.0
513,17.7,64.1,685.0,179.0
514,18.8,61.0,675.0,242.000001
515,18.5,60.2,653.000001,191.0
516,17.5,67.7,725.0,191.0
517,17.4,67.5,593.000001,200.000002
518,18.4,67.3,679.999997,212.000001
519,18.7,65.6,612.0,188.0
520,18.3,69.2,644.999999,186.0
521,18.7,71.4,743.0,169.0
522,18.1,75.4,782.0,156.0
523,18.3,79.4,817.000001,158.0
524,17.8,81.8,815.999999,0.0
525,15.5,88.9,731.0,0.0
526,14.7,90.8,672.000001,0.0
527,14.5,91.2,622.0,0.0
528,14.2,90.6,587.0,0.0
529,13.9,89.5,541.0,126.999997
530,20.1,63.3,528.999999,208.0
531,20.3,65.5,731.0,152.0
532,18.3,74.5,802.0,151.0
533,17.4,75.1,800.0,153.0
534,18.0,73.0,802.0,152.0
535,16.3,75.2,787.000001,153.0
536,19.0,68.6,803.999999,162.0
537,18.2,68.5,785.0,188.0
538,19.5,60.4,670.000001,222.0
539,21.5,57.300001,625.000003,252.0
540,22.4,69.5,639.0,285.0
541,23.8,62.9,562.000001,308.000001
542,23.4,61.400001,550.000003,316.999999
543,23.2,64.4,598.0,250.0
544,21.7,62.2,603.999999,243.000001
545,20.5,58.4,666.0,172.999999
546,19.3,60.5,753.0,154.0
547,19.6,64.1,839.999996,157.0
548,19.0,68.7,811.999998,0.0
549,16.6,83.4,739.0,0.0
550,15.5,88.0,674.000001,0.0
551,15.2,89.0,623.0,0.0
552,15.1,88.2,587.0,0.0
553,14.9,87.6,533.000001,124.999997
554,20.9,62.1,591.999999,207.0
555,21.4,65.1,764.0,284.0
556,21.1,71.2,789.000001,284.0
557,20.8,73.6,817.000002,284.0
558,20.4,75.1,837.0,284.0
559,18.7,65.3,694.0,284.0
560,19.2,72.0,816.999999,157.0
561,18.6,63.2,705.0,178.0
562,18.3,60.4,638.000001,223.999999
563,19.9,58.4,585.999998,309.999995
564,20.6,57.9,571.0,288.0
565,20.1,59.6,652.999999,201.000001
566,19.4,68.6,755.000001,251.000001
567,17.8,73.1,805.0,178.0
568,17.6,72.4,787.999999,242.999993
569,18.4,70.6,780.000001,173.000001
570,17.6,76.1,808.0,157.0
571,17.7,78.7,826.000001,160.0
572,16.9,80.7,832.999999,0.0
573,14.5,88.3,749.0,0.0
574,13.7,89.9,687.000001,0.0
575,13.6,90.3,640.0,0.0
576,13.3,90.1,595.0,0.0
577,12.9,88.6,539.0,126.999997
578,20.8,59.0,594.999999,207.0
579,20.8,63.0,780.0,284.0
580,20.2,66.3,825.999998,283.0
581,19.6,70.9,813.0,284.0
582,19.1,73.7,804.0,284.0
583,17.7,70.7,754.000002,284.0
584,19.1,72.2,815.999999,157.0
585,18.4,65.6,749.0,188.0
586,17.8,63.1,687.000001,227.999997
587,18.3,63.1,705.000001,266.000002
588,19.3,56.3,619.0,327.0
589,22.4,63.5,617.0,378.999995
590,22.1,68.699999,642.999998,225.00001
591,21.6,57.2,608.0,315.0
592,20.7,60.7,664.999999,249.999993
593,20.2,58.9,655.000002,195.000002
594,18.4,63.5,744.0,158.0
595,18.2,67.7,809.999998,156.0
596,17.7,75.1,802.000005,0.0
597,15.2,86.2,802.0,0.0
598,14.2,88.6,739.0,0.0
599,13.9,89.3,695.0,0.0
600,13.5,89.2,658.0,0.0
601,12.6,87.0,611.000001,126.999997
602,20.1,59.1,760.000003,207.999994
603,19.5,64.4,798.0,152.0
604,18.0,70.4,803.0,152.0
605,17.6,72.2,800.000001,152.0
606,17.9,70.9,794.0,152.0
607,16.5,73.8,794.000002,151.0
608,19.3,65.0,824.999999,163.0
609,18.7,66.5,809.0,191.0
610,19.9,63.1,796.000001,227.0
611,22.6,61.5,750.000004,256.0
612,24.1,63.6,786.0,282.0
613,26.2,70.2,814.999996,296.0
614,25.9,68.7,739.999999,300.000001
615,23.7,65.1,715.0,251.0
616,22.7,66.799999,715.999997,241.0
617,22.1,63.7,751.0,187.0
618,19.9,63.2,772.0,159.0
619,19.3,69.3,794.000001,157.0
620,18.1,76.0,790.000003,0.0
621,15.4,85.5,778.0,0.0
622,14.3,87.4,717.000001,0.0
623,13.8,88.0,676.999999,0.0
624,13.3,88.2,643.0,0.0
625,12.7,86.3,594.0,124.999997
626,20.4,59.8,673.999999,207.999994
627,19.0,65.4,803.0,152.0
628,17.7,70.8,816.000001,152.0
629,17.9,69.9,802.999999,152.0
630,18.1,69.3,809.0,153.0
631,16.1,71.6,803.999998,152.0
632,19.5,61.0,788.000002,164.0
633,18.4,63.5,783.0,191.0
634,19.9,59.5,787.999999,227.0
635,21.3,61.6,741.000005,261.0
636,23.4,58.2,694.0,293.0
637,24.4,62.6,666.000003,315.0
638,24.4,68.8,688.000001,308.0
639,23.9,74.7,698.0,276.0
640,24.3,68.2,741.999996,234.000001
641,22.6,64.6,743.999999,193.0
642,21.4,62.8,769.0,158.0
643,20.4,66.6,806.000002,156.0
644,18.9,73.5,798.000002,0.0
645,16.0,84.9,768.0,0.0
646,14.9,87.1,711.0,0.0
647,14.3,87.9,663.0,0.0
648,13.8,87.6,627.0,0.0
649,13.4,85.7,574.000001,126.999997
650,20.8,59.0,585.999999,208.0
651,19.8,63.4,787.0,152.0
652,18.1,70.0,812.000001,152.0
653,17.8,70.2,811.999998,152.0
654,18.0,69.2,801.0,153.0
655,16.0,70.2,796.000001,152.0
656,19.8,60.0,815.0,164.0
657,19.1,61.9,796.0,191.0
658,20.6,57.3,791.0,229.0
659,20.6,57.4,647.0,261.0
660,22.9,60.9,683.0,289.0
661,25.6,61.1,740.0,313.999999
662,25.7,66.3,716.999998,307.0
663,24.2,64.1,692.0,272.0
664,23.8,67.7,702.999997,241.000001
665,23.1,63.1,735.000001,191.0
666,20.9,60.1,803.0,157.0
667,20.3,64.6,830.0,156.0
668,19.0,71.7,821.999999,0.0
669,16.2,84.3,756.0,0.0
670,15.0,86.9,714.0,0.0
671,14.5,88.0,684.0,0.0
672,13.9,87.7,663.0,0.0
673,13.5,86.4,626.000001,126.999997
674,21.1,60.5,696.999999,207.0
675,21.5,62.3,836.0,283.0
676,20.9,66.6,832.999998,283.0
677,20.4,71.7,798.000003,282.0
678,20.4,74.3,797.0,283.0
679,19.2,65.9,799.0,284.0
680,19.5,71.3,811.999998,161.0
681,18.7,68.9,782.0,179.0
682,18.7,67.0,781.0,190.000001
683,18.8,70.4,829.999998,201.0
684,19.2,70.8,787.0,274.0
685,22.3,64.7,760.999999,296.000002
686,21.7,61.6,795.999999,237.000002
687,21.2,61.5,829.0,199.0
688,19.8,64.7,785.000002,178.0
689,19.5,66.0,799.000001,168.0
690,18.6,69.8,793.0,153.0
691,18.8,73.7,793.000002,157.0
692,18.3,76.6,825.999998,0.0
693,16.2,85.6,752.0,0.0
694,15.4,88.5,703.000001,0.0
695,15.0,89.9,669.0,0.0
696,14.8,89.8,639.0,0.0
697,14.4,88.6,588.000001,126.999997
698,21.3,61.4,677.999999,208.0
699,21.5,64.0,820.0,151.0
700,19.8,71.7,799.000001,152.0
701,18.8,76.8,817.0,152.0
702,18.8,72.6,802.0,152.0
703,17.7,73.9,804.0,152.0
704,19.5,71.3,799.999999,166.0
705,19.4,67.0,807.0,213.0
706,21.6,62.5,769.000001,241.0
707,22.7,65.1,801.999998,264.0
708,25.4,65.2,796.0,301.0
709,26.6,70.3,761.000002,338.999999
710,28.8,72.8,794.000001,323.999998
711,27.5,71.1,722.0,263.0
712,26.8,67.4,786.999998,239.0
713,26.0,66.0,775.000003,195.999999
714,23.3,66.1,783.0,161.0
715,22.0,68.7,831.999999,156.0
716,20.3,72.3,830.0,0.0
717,17.3,83.2,735.0,0.0
718,16.0,86.2,686.000001,0.0
719,15.1,87.5,655.0,0.0
720,14.7,87.0,633.0,0.0
721,14.1,85.3,589.000001,124.999997
722,20.3,59.6,680.999999,208.0
723,20.1,63.6,817.0,151.0
724,18.5,70.6,799.0,151.0
725,17.8,73.1,817.0,152.0
726,17.8,72.5,819.0,152.0
727,16.2,73.0,794.000001,152.0
728,19.7,61.7,809.0,166.0
729,19.1,61.9,798.0,196.0
730,19.1,61.9,798.0,196.0
731,23.6,64.1,742.000004,266.0
732,26.3,64.4,833.0,297.0
733,27.2,72.2,766.999996,321.0
734,26.6,72.700001,768.000001,314.0
735,26.6,72.700001,768.000001,314.0
736,27.5,67.4,768.000001,238.000001
737,25.9,67.1,764.000001,198.0
738,23.2,66.8,796.0,158.0
739,22.1,66.6,831.999996,156.0
740,20.3,72.2,832.0,0.0
741,17.2,83.2,741.0,0.0
742,15.9,86.5,713.0,0.0
743,15.0,87.8,684.0,0.0
744,14.5,87.3,648.0,0.0
745,13.8,86.2,601.000001,126.999997
746,20.0,60.5,671.999999,207.999994
747,19.6,64.0,820.0,151.0
748,18.2,71.0,820.999998,152.0
749,17.8,71.6,813.999999,151.0
750,17.8,71.8,802.0,152.0
751,16.3,71.8,788.000002,153.0
