,Tair,Rhair,CO2air,PARin
226,20.5,82.399999,1005.000001,298.0
227,22.0,81.6,1039.999999,287.0
228,22.2,82.4,1005.0,342.0
229,22.4,79.0,998.0,236.000004
230,21.8,83.0,996.000003,258.000002
231,21.1,86.8,1034.0,293.0
232,20.7,86.9,1000.000001,266.000001
233,20.9,78.3,1033.999999,262.0
234,18.8,69.7,710.0,141.0
235,18.0,74.9,587.000001,0.0
236,16.0,81.3,532.999999,0.0
237,14.9,84.9,497.0,0.0
238,14.1,86.0,477.0,0.0
239,13.6,87.1,464.0,0.0
240,15.8,84.5,722.0,264.0
241,19.9,79.7,993.999998,260.0
242,19.8,87.3,985.000001,261.0
243,20.2,88.5,989.0,261.0
244,20.4,84.1,982.000001,260.0
245,20.1,86.4,1003.999996,260.0
246,20.1,84.6,979.0,260.0
247,20.4,82.1,1031.999998,261.0
248,19.9,86.2,981.000003,260.0
249,21.2,65.6,998.0,292.0
250,22.0,66.9,1000.000001,296.000001
251,23.7,71.6,1014.999999,299.0
252,25.1,73.3,1003.0,295.0
253,25.8,77.1,1011.0,371.958327
254,24.0,86.0,985.0,181.958336
255,22.8,72.9,1026.0,320.958333
256,21.9,80.199999,1025.000001,338.958332
257,21.1,76.6,1031.999999,289.958333
258,17.8,59.0,476.0,147.958337
259,17.6,71.2,469.0,-0.041667
260,15.4,81.1,478.0,0.0
261,14.0,84.6,495.0,0.0
262,13.2,86.5,512.0,0.0
263,12.6,88.9,517.0,0.0
264,13.4,87.5,648.0,266.0
265,19.5,79.5,952.999998,261.0
266,20.1,79.6,999.999999,260.0
267,20.3,83.0,1023.0,260.0
268,20.6,80.3,1027.999997,260.0
269,20.7,78.1,992.999999,260.0
270,19.8,83.6,1028.0,260.0
271,20.4,82.6,1005.999999,260.0
272,20.9,76.500001,1037.999999,260.0
273,19.5,83.2,1020.0,275.0
274,21.1,85.2,1026.999999,304.0
275,25.6,63.7,1020.999998,334.0
276,25.8,80.5,992.0,380.958333
277,26.2,70.1,923.000006,361.958334
278,26.7,76.500001,941.999994,367.958333
279,26.6,77.6,990.0,376.958334
280,25.5,81.6,993.000005,345.958332
281,22.3,82.3,1015.000002,283.958334
282,18.1,48.4,446.0,144.958337
283,19.6,61.4,456.0,-0.041667
284,16.9,70.2,456.0,-0.041667
285,15.0,74.6,456.0,0.0
286,13.8,78.3,449.0,0.0
287,13.4,82.2,449.0,0.0
288,17.5,81.7,695.0,261.0
289,18.8,86.4,985.0,261.0
290,20.6,77.4,1012.999999,260.0
291,19.6,88.3,999.0,260.0
292,20.2,85.0,1027.0,260.0
293,20.4,83.8,1029.999997,259.0
294,20.4,85.5,1021.0,260.0
295,20.9,81.7,1024.999998,259.0
296,20.7,79.9,992.999998,259.0
297,20.1,81.1,1015.0,275.0
298,21.2,73.9,1001.000002,319.0
299,21.4,76.6,990.000001,283.0
300,22.3,80.5,998.0,312.0
301,22.4,86.699999,999.000002,280.000001
302,21.2,86.7,985.0,272.000001
303,21.2,86.2,1016.0,225.0
304,20.8,80.999999,1004.000002,271.0
305,20.3,84.7,1012.999999,274.999999
306,15.5,56.8,428.0,136.0
307,17.3,68.7,441.0,0.0
308,16.2,75.0,438.0,0.0
309,15.9,76.4,440.0,0.0
310,15.5,77.3,435.0,0.0
311,15.4,77.4,432.0,0.0
312,17.5,81.9,675.0,261.0
313,19.6,84.5,984.999999,260.0
314,20.4,84.8,1042.999994,259.0
315,20.9,84.0,965.0,258.0
316,21.2,84.2,1019.999991,258.0
317,21.5,86.4,971.000003,258.0
318,21.3,85.4,998.0,258.0
319,21.2,85.3,971.999999,258.0
320,20.7,85.1,1000.999995,258.0
321,19.4,85.1,1009.0,270.0
322,20.4,85.6,1014.000001,319.999999
323,20.9,84.1,991.0,358.999995
324,21.8,85.2,1002.0,359.0
325,25.5,76.5,1039.999996,355.0
326,24.0,88.4,833.999997,260.000003
327,26.4,61.9,734.0,368.0
328,24.4,72.5,839.0,292.000002
329,23.0,72.2,1004.000002,284.0
330,15.8,64.7,434.0,142.0
331,17.4,72.0,428.0,0.0
332,16.2,79.5,430.0,0.0
333,15.6,88.9,446.0,0.0
334,14.9,92.1,453.0,0.0
335,14.4,93.0,457.0,0.0
336,17.3,83.0,641.0,261.0
337,19.8,80.9,928.999999,260.0
338,19.9,88.7,1036.000002,260.0
339,19.9,88.3,1030.0,259.0
340,20.0,86.2,1009.000009,258.0
341,20.7,82.9,1016.999999,259.0
342,20.2,85.6,1029.0,259.0
343,20.7,84.0,1026.000004,258.0
344,20.4,86.7,1080.99999,259.0
345,21.0,73.0,1007.0,276.0
346,21.5,81.6,1001.0,304.0
347,24.7,69.9,1024.999998,232.999996
348,26.0,66.4,1020.0,393.0
349,26.0,65.1,769.000008,419.999999
350,24.4,71.1,894.000002,337.999996
351,22.1,75.7,1006.0,201.0
352,20.0,79.5,1013.999998,278.0
353,19.6,80.5,1005.000001,255.0
354,20.4,66.1,920.0,251.0
355,18.3,71.4,814.000001,0.0
356,16.3,78.0,749.999999,0.0
357,15.4,81.9,719.0,0.0
358,15.7,86.3,705.0,0.0
359,15.1,89.7,643.999999,0.0
360,16.0,86.7,670.0,268.0
361,19.8,82.7,929.000006,265.0
362,20.7,83.4,1004.999998,264.0
363,20.9,82.1,1020.0,263.0
364,20.9,84.9,1002.0,263.0
365,21.2,82.6,981.000012,263.0
366,21.0,86.3,1036.0,263.0
367,21.0,86.6,996.000005,263.0
368,20.9,87.3,1030.999991,262.0
369,20.9,76.9,996.0,261.0
370,21.6,85.4,988.000001,340.999999
371,24.6,69.8,993.000001,316.000001
372,22.9,77.2,1048.0,278.0
373,22.0,86.0,1013.000002,313.999996
374,21.9,84.8,984.000001,295.999997
375,22.5,77.4,1037.0,257.0
376,21.7,80.7,997.999999,273.000002
377,21.7,76.7,991.000002,264.999999
378,18.8,74.9,520.0,254.0
379,16.8,79.3,404.0,0.0
380,15.6,82.4,410.0,0.0
381,15.8,86.6,410.0,0.0
382,15.8,91.1,421.0,0.0
383,15.5,92.5,426.0,0.0
384,17.6,87.4,651.0,255.0
385,19.3,85.9,977.999997,253.0
386,20.0,86.6,944.000004,253.0
387,20.1,85.5,921.0,252.0
388,20.2,85.0,956.000005,252.0
389,20.3,84.8,952.000007,252.0
390,20.4,84.5,1065.0,250.0
391,20.5,86.1,1076.999989,252.0
392,20.0,86.7,951.999996,249.0
393,20.5,78.7,1007.0,266.0
394,21.7,80.0,1001.000002,269.0
395,23.5,77.500001,1016.999997,258.0
396,25.6,60.1,829.0,257.0
397,25.4,71.300001,745.000002,199.000002
398,25.3,62.0,671.000001,236.000009
399,24.5,64.1,789.0,206.0
400,22.8,70.6,987.999998,217.000001
401,20.5,79.8,1000.0,262.0
402,20.4,71.4,956.0,256.0
403,15.0,61.5,427.0,0.0
404,14.8,72.8,432.0,0.0
405,15.2,84.0,440.0,0.0
406,14.9,88.6,448.0,0.0
407,15.8,86.0,454.0,0.0
408,18.6,77.9,638.0,267.0
409,20.4,85.6,900.999998,265.0
410,21.1,82.2,989.000001,265.0
411,21.2,82.5,1048.0,265.0
412,21.1,84.2,1027.999996,264.0
413,21.0,86.1,994.00001,264.0
414,20.8,85.8,1018.0,264.0
415,21.0,84.5,976.000011,264.0
416,20.6,82.4,923.0,264.0
417,19.9,79.1,1003.0,263.0
418,20.9,84.7,985.000001,271.0
419,21.3,77.0,1010.000001,287.999999
420,20.4,82.8,984.0,373.0
421,19.7,84.899999,981.000001,233.000005
422,20.5,74.4,993.0,328.999994
423,20.5,81.8,1000.0,240.0
424,20.2,80.900001,873.000002,278.000005
425,20.4,72.5,791.0,220.000003
426,20.5,65.0,719.0,256.0
427,14.3,62.2,415.0,0.0
428,12.5,62.8,409.0,0.0
429,12.2,73.0,417.0,0.0
430,12.0,79.4,421.0,0.0
431,11.3,81.4,425.0,0.0
432,12.7,76.5,598.0,140.0
433,17.3,78.7,780.999999,243.0
434,18.6,78.7,885.000001,243.0
435,19.1,79.3,960.0,244.0
436,19.4,78.2,1003.0,243.0
437,19.4,78.2,1005.999998,246.0
438,19.6,77.7,1007.0,246.0
439,19.6,79.0,995.999999,246.0
440,19.9,79.2,1006.999998,251.0
441,20.8,76.6,999.0,265.0
442,23.1,70.300001,1003.999999,278.000001
443,21.9,84.4,999.000002,172.000004
444,23.2,66.6,998.0,348.0
445,24.8,68.6,1022.999997,247.000006
446,23.1,70.3,974.000001,225.999997
447,20.6,73.4,998.0,197.0
448,20.5,79.500001,1013.999998,231.0
449,20.3,71.9,1003.0,248.0
450,19.5,62.6,939.0,255.0
451,17.0,62.9,536.000002,1.4e-05
452,15.7,71.9,446.0,0.0
453,15.1,81.6,451.0,0.0
454,15.2,86.6,454.000001,0.0
455,16.1,85.0,462.0,0.0
456,19.3,73.8,736.0,270.0
457,20.6,74.5,977.000001,268.0
458,19.9,85.6,1013.000001,253.0
459,19.9,80.6,1000.0,269.0
460,20.1,79.6,1001.000003,269.0
461,20.4,83.1,1004.000001,252.000002
462,20.4,78.6,996.0,252.0
463,20.5,80.3,988.000001,252.000002
464,20.5,78.0,963.000002,252.000002
465,20.5,73.3,989.0,283.0
466,19.5,87.999999,1001.999999,284.0
467,19.9,77.5,1004.000002,265.999999
468,19.7,79.8,1000.0,275.0
469,19.6,81.9,995.000001,252.000001
470,20.5,72.6,1009.000001,259.999999
471,20.4,80.3,994.0,265.0
472,19.7,78.8,991.000001,267.000001
473,19.6,76.600001,999.000001,262.0
474,20.2,70.3,908.0,256.0
475,15.2,78.1,426.000001,0.0
476,15.3,83.0,430.0,0.0
477,15.2,85.5,431.0,0.0
478,15.4,87.6,436.0,0.0
479,16.0,79.3,437.0,1.5e-05
480,19.8,78.8,766.0,247.0
481,20.8,78.0,992.999998,243.0
482,20.5,77.7,994.000001,243.0
483,20.4,76.0,1047.0,243.0
484,20.0,79.0,982.000001,243.0
485,19.7,79.3,1003.999999,244.0
486,20.4,81.9,989.0,243.0
487,20.4,78.6,993.0,243.0
488,20.4,75.0,1001.0,243.0
489,18.8,80.3,987.0,209.0
490,20.2,66.3,999.999999,247.999999
491,19.8,66.7,988.0,257.0
492,19.4,66.1,994.0,234.0
493,19.3,71.4,989.000002,238.999996
494,19.0,79.2,1036.999997,169.000003
495,19.5,84.7,996.0,162.0
496,19.1,81.7,995.999999,267.999997
497,20.0,70.4,989.000002,172.0
498,20.2,69.3,973.0,255.0
499,17.1,52.600001,407.0,0.0
500,13.0,58.9,407.0,0.0
501,15.1,61.1,415.0,0.0
502,14.1,67.8,422.0,0.0
503,13.2,71.1,419.0,1.5e-05
504,16.4,83.6,791.0,266.0
505,19.4,82.0,996.0,255.0
506,19.9,75.7,1009.999998,255.0
507,19.8,75.0,999.0,255.0
508,20.7,78.4,1018.000001,255.0
509,20.2,80.4,1016.999999,254.0
510,19.6,81.6,992.0,254.0
511,19.7,86.2,1012.000002,255.0
512,19.3,77.9,1023.0,254.0
513,19.7,83.3,1011.0,268.0
514,21.2,74.9,999.999999,301.000002
515,19.9,83.8,1014.000007,134.999999
516,19.5,82.1,1001.0,243.0
517,20.4,83.7,1015.0,235.000003
518,20.4,79.4,1000.0,257.000002
519,20.3,83.8,981.0,199.0
520,19.8,81.4,1004.000001,256.000001
521,20.1,82.7,1015.999999,230.0
522,20.2,74.4,950.0,248.0
523,15.1,70.5,426.0,0.0
524,15.2,74.7,422.0,0.0
525,14.1,75.3,423.0,0.0
526,13.6,78.0,427.0,0.0
527,13.4,80.9,430.0,1.4e-05
528,18.2,80.6,816.0,237.0
529,19.4,83.8,1006.999999,230.0
530,19.6,83.6,1015.000001,230.0
531,19.5,82.6,1004.0,234.0
532,18.8,84.0,1010.0,233.0
533,19.9,86.5,1003.999999,233.0
534,20.0,83.4,1006.0,233.0
535,19.4,86.1,1015.999997,233.0
536,19.1,78.6,1004.0,233.0
537,19.9,85.6,1002.0,246.0
538,21.9,86.1,995.0,247.0
539,25.4,66.0,894.0,243.0
540,26.0,66.4,694.0,238.0
541,23.9,67.399999,573.000001,239.000001
542,25.0,67.999999,551.0,241.999998
543,24.6,68.1,624.0,237.0
544,24.3,76.600001,847.999999,223.999997
545,22.5,77.500001,1030.999998,228.999999
546,21.5,77.2,962.0,247.0
547,13.7,57.0,420.0,0.0
548,14.9,67.5,422.0,0.0
549,13.4,70.5,416.0,0.0
550,13.3,73.6,425.999999,0.0
551,13.2,75.3,427.0,1.4e-05
552,18.0,84.3,760.0,246.0
553,20.1,83.5,991.999997,239.0
554,20.7,80.6,993.000002,239.0
555,20.4,82.3,984.0,239.0
556,20.4,86.7,1047.999998,238.0
557,20.7,80.0,1058.999991,238.0
558,20.2,85.1,1013.0,239.0
559,20.1,88.0,995.0,242.0
560,19.6,82.6,1004.000001,240.0
561,19.6,84.4,1011.0,248.0
562,19.6,86.899999,995.000001,278.999999
563,21.1,88.0,998.000001,303.999998
564,22.6,80.0,940.0,324.0
565,19.4,81.799999,1009.999999,191.000002
566,18.8,84.2,1000.999999,279.999997
567,19.5,78.7,995.0,200.0
568,20.3,78.100001,1006.000001,288.999991
569,19.6,77.9,1006.999999,230.000001
570,20.9,68.0,982.0,248.0
571,14.8,63.5,426.0,1.3e-05
572,14.9,74.1,444.0,0.0
573,13.1,74.5,435.0,0.0
574,12.7,75.9,435.0,0.0
575,12.2,79.6,440.0,1.4e-05
576,17.5,80.9,797.0,231.0
577,18.9,86.0,989.000003,228.0
578,19.0,86.6,988.0,227.0
579,19.9,80.4,990.0,228.0
580,19.9,80.9,1002.000001,227.0
581,19.8,81.3,1014.999998,227.0
582,19.6,80.9,1012.0,227.0
583,19.0,86.3,1008.999998,228.0
584,19.5,80.8,993.0,226.0
585,19.9,78.5,991.0,224.0
586,19.2,79.3,998.000002,271.999996
587,19.3,79.1,1009.999998,290.000004
588,19.7,87.0,978.0,350.0
589,24.9,72.3,999.999998,177.999996
590,23.1,78.200001,977.000003,158.000013
591,23.8,67.1,1000.0,185.0
592,21.2,77.0,1005.000001,159.999994
593,21.5,69.600001,1011.0,230.000003
594,19.5,75.4,987.0,252.0
595,13.1,69.7,449.000001,0.0
596,14.0,77.9,440.0,0.0
597,13.5,73.9,428.0,0.0
598,14.0,71.4,432.0,0.0
599,12.7,74.9,442.000001,1.4e-05
600,16.3,82.1,720.0,246.0
601,18.8,82.3,987.999999,245.0
602,19.9,82.2,1036.999998,244.0
603,19.6,83.2,1016.0,245.0
604,19.7,83.7,1030.0,245.0
605,19.6,83.9,1003.000001,247.0
606,19.6,81.7,995.0,247.0
607,18.9,82.4,1020.999998,247.0
608,17.7,78.4,1013.0,251.0
609,22.3,69.5,1010.0,266.0
610,22.9,74.7,1004.000001,258.0
611,25.3,82.799999,977.999997,261.0
612,24.9,62.8,664.0,252.0
613,25.8,77.5,597.000001,257.999999
614,25.1,63.800001,563.000002,262.000001
615,25.5,62.0,635.0,200.0
616,24.6,77.099999,853.000002,248.000001
617,24.3,67.9,1001.000001,236.0
618,21.4,72.3,999.0,253.0
619,13.4,63.6,442.000001,0.0
620,13.2,72.1,442.0,0.0
621,13.4,78.7,457.0,0.0
622,12.9,83.1,465.0,0.0
623,12.4,85.5,473.0,1.4e-05
624,18.0,72.1,813.0,224.0
625,18.3,79.9,949.0,219.0
626,18.6,82.9,984.0,217.0
627,18.9,83.8,979.0,217.0
628,18.9,84.1,982.000003,219.0
629,18.5,81.8,984.000002,217.0
630,19.0,83.2,985.0,217.0
631,19.1,80.6,984.000002,221.0
632,18.0,77.199999,988.0,226.0
633,21.1,67.3,978.0,245.0
634,20.8,82.9,979.0,229.0
635,23.6,70.2,884.0,225.0
636,25.2,76.7,833.0,222.0
637,24.8,81.200001,691.000001,230.0
638,23.5,86.699998,620.000006,213.0
639,24.2,83.8,675.0,210.0
640,23.3,87.1,806.999999,206.0
641,23.4,67.0,912.000002,200.0
642,21.1,72.9,995.0,253.0
643,13.5,60.9,444.0,0.0
644,13.4,66.8,444.0,0.0
645,12.9,72.8,453.0,0.0
646,13.1,81.1,462.0,0.0
647,13.0,85.2,465.0,1.4e-05
648,18.5,69.8,798.0,241.0
649,19.5,77.9,1009.999998,237.0
650,19.7,81.2,1012.999998,237.0
651,19.2,82.1,998.0,237.0
652,19.3,85.1,989.000001,240.0
653,19.4,82.1,1009.000001,240.0
654,19.8,76.6,1027.0,240.0
655,19.3,84.7,998.000001,238.0
656,18.5,78.6,996.000001,244.0
657,20.3,76.8,999.0,255.0
658,23.1,73.400001,1005.999999,252.000001
659,25.0,74.2,989.000001,249.0
660,26.0,65.6,884.0,248.0
661,24.5,57.5,704.999998,248.999999
662,25.3,53.799999,698.999995,234.0
663,25.5,60.3,862.0,267.0
664,24.7,68.1,987.000001,222.000001
665,23.6,77.2,1013.999999,242.0
666,22.6,69.8,1018.0,251.0
667,15.2,55.4,464.0,0.0
668,13.6,60.9,451.0,0.0
669,12.7,65.5,454.0,0.0
670,12.2,76.0,463.0,0.0
671,12.0,82.2,468.000001,1.4e-05
672,17.5,80.7,962.0,216.0
673,18.7,83.5,1004.999997,210.0
674,19.4,83.2,979.000006,210.0
675,19.2,85.7,1013.0,210.0
676,19.0,85.4,994.999999,210.0
677,19.2,78.4,990.000005,210.0
678,19.3,77.0,1088.0,210.0
679,19.3,80.4,1107.999987,213.0
680,19.3,77.2,1006.999999,214.0
681,20.7,75.7,1017.0,217.0
682,20.7,75.7,988.000001,235.000001
683,19.3,72.6,982.000003,210.0
684,19.0,76.6,993.0,292.0
685,21.8,76.6,1017.999997,211.0
686,21.8,76.6,999.999999,187.000004
687,20.9,77.1,1012.0,190.0
688,20.5,81.4,1023.000001,295.000001
689,22.2,75.700001,1059.000001,280.0
690,21.3,82.5,1004.0,259.0
691,14.5,68.3,471.000001,0.0
692,15.0,72.7,471.0,0.0
693,13.6,74.1,476.0,0.0
694,13.3,76.1,476.0,0.0
695,13.1,79.4,476.0,1.5e-05
696,19.2,68.0,987.0,270.0
697,19.9,79.4,1011.999999,267.0
698,20.3,79.8,996.000005,269.0
699,20.4,79.5,1072.0,269.0
700,19.9,87.4,1010.000005,269.0
701,20.4,80.6,1000.00001,267.0
702,20.2,80.7,1232.0,268.0
703,19.9,86.5,1076.000014,268.0
704,20.4,83.8,1021.0,269.0
705,21.1,84.9,1173.0,268.0
706,22.4,87.9,952.000008,267.0
707,26.8,59.8,1006.999997,349.999999
708,27.0,73.7,934.0,351.0
709,26.4,70.099999,876.999999,372.999999
710,27.8,73.599998,856.999996,306.999998
711,26.7,67.5,1105.0,294.0
712,26.5,82.1,1053.999998,321.0
713,26.8,68.3,1015.0,304.999999
714,24.9,69.9,1056.0,267.0
715,14.2,49.9,441.0,0.0
716,15.2,56.9,446.0,0.0
717,13.6,58.1,447.0,0.0
718,12.7,66.0,457.0,0.0
719,13.3,80.6,473.000001,1.5e-05
720,16.1,78.2,805.0,248.0
721,18.3,83.2,998.0,249.0
722,19.6,81.2,1007.000002,246.0
723,19.6,81.6,1006.0,248.0
724,19.8,77.7,992.000002,248.0
725,19.5,83.2,979.000002,248.0
726,19.3,86.1,1075.0,247.0
727,19.4,86.9,1011.999998,248.0
728,19.3,67.6,1016.999998,256.0
729,20.6,74.6,1010.0,257.0
730,20.6,74.6,1010.0,257.0
731,24.4,82.9,948.000002,279.0
