,Tair,Rhair,CO2air,PARin
66,20.4,69.9,744.0,255.0
67,19.8,74.9,745.999999,159.000004
68,17.3,80.8,692.999999,0.0
69,16.3,85.0,633.0,0.0
70,15.6,86.9,598.0,0.0
71,15.2,88.5,572.0,0.0
72,15.2,89.5,557.0,0.0
73,14.9,90.3,544.0,0.0
74,14.8,90.3,535.0,0.0
75,14.8,90.2,526.0,0.0
76,14.8,89.3,511.0,0.0
77,14.8,88.9,503.0,0.0
78,14.7,88.9,495.0,0.0
79,14.7,89.2,490.0,0.0
80,14.7,89.0,486.0,0.0
81,14.7,88.1,495.0,0.0
82,15.3,84.9,492.0,0.0
83,16.6,87.6,492.0,0.0
84,17.1,84.9,493.0,0.0
85,16.8,87.0,496.0,0.0
86,16.0,88.5,490.0,0.0
87,15.2,86.8,495.0,0.0
88,19.0,64.3,563.999999,200.000001
89,17.8,63.9,557.000001,164.000005
90,18.6,70.5,556.0,206.0
91,18.9,71.9,540.0,141.000003
92,16.2,78.4,525.0,0.0
93,15.1,82.3,506.0,0.0
94,14.4,85.1,498.0,0.0
95,14.0,86.6,492.0,0.0
96,13.6,87.6,483.0,0.0
97,13.3,87.6,481.0,0.0
98,13.2,87.9,473.000001,0.0
99,13.2,87.1,478.0,0.0
100,13.0,87.0,481.0,0.0
101,14.8,83.1,548.0,226.999993
102,15.4,81.8,691.0,162.0
103,15.6,81.2,719.999999,162.0
104,15.6,68.1,719.999999,156.0
105,17.8,64.9,716.0,173.0
106,19.2,65.0,721.999999,203.0
107,19.5,65.6,720.0,117.999998
108,20.8,66.1,714.0,101.0
109,22.1,65.8,700.000001,160.999993
110,21.4,70.3,707.0,156.0
111,21.2,65.7,710.0,118.0
112,20.0,65.1,690.0,220.000001
113,18.2,67.3,691.0,166.0
114,18.9,74.1,718.0,163.0
115,19.0,69.4,735.999999,121.000003
116,16.7,80.3,666.999999,0.0
117,15.6,84.1,592.0,0.0
118,15.0,86.7,551.000001,0.0
119,14.9,88.6,522.0,0.0
120,14.6,89.7,498.0,0.0
121,14.1,90.4,484.0,0.0
122,14.3,91.5,473.0,0.0
123,14.0,92.1,460.0,0.0
124,13.9,92.4,447.0,0.0
125,16.1,83.8,526.0,239.999992
126,16.8,80.5,536.0,159.0
127,17.2,83.3,543.0,159.0
128,16.1,77.9,531.000001,152.0
129,16.9,72.1,534.0,156.0
130,19.2,64.2,527.999999,164.0
131,19.9,65.2,531.0,178.999999
132,18.9,64.5,526.0,193.0
133,19.3,66.4,537.0,234.000001
134,20.2,64.6,535.999999,244.000001
135,19.7,63.9,528.0,192.0
136,19.8,64.0,531.0,234.999997
137,17.9,65.2,536.999999,152.0
138,18.7,68.7,525.0,159.0
139,18.3,68.6,524.000001,130.000003
140,16.1,76.5,521.0,0.0
141,15.3,81.4,495.0,0.0
142,14.5,82.7,482.0,0.0
143,14.1,84.3,484.000001,0.0
144,13.6,85.6,501.0,0.0
145,13.4,85.7,504.0,0.0
146,13.2,86.8,512.0,0.0
147,13.2,86.5,516.0,0.0
148,13.2,86.6,517.0,0.0
149,15.3,80.5,645.000002,231.999991
150,16.2,75.4,655.0,144.0
151,16.3,81.3,653.0,144.0
152,15.9,70.7,630.000001,139.0
153,18.4,65.5,629.0,169.0
154,19.5,63.2,636.999999,199.0
155,18.7,66.9,635.999999,126.999997
156,19.8,64.9,626.0,128.0
157,21.3,66.900001,626.0,135.999994
158,21.0,67.6,632.0,135.0
159,20.8,72.2,637.0,53.0
160,19.9,65.2,627.0,52.0
161,18.2,64.1,631.0,153.0
162,19.3,68.6,641.0,141.0
163,18.8,70.6,636.999999,123.000002
164,16.4,80.3,622.0,0.0
165,15.4,84.9,587.0,0.0
166,14.9,87.6,564.0,0.0
167,14.7,88.9,547.0,0.0
168,14.3,90.1,528.0,0.0
169,14.5,91.3,525.0,0.0
170,14.4,92.0,518.0,0.0
171,14.4,92.7,513.0,0.0
172,14.4,92.9,502.0,0.0
173,15.8,91.1,569.0,171.999998
174,16.6,86.2,564.0,149.0
175,17.0,86.2,567.000001,149.0
176,16.9,76.9,571.0,143.0
177,18.6,70.7,576.0,170.0
178,20.2,66.4,564.0,193.0
179,20.0,70.0,570.999999,105.0
180,20.8,67.9,569.0,153.0
181,21.1,66.4,571.0,150.000001
182,21.5,68.5,558.0,129.0
183,21.2,67.9,579.0,226.0
184,21.4,66.8,571.999999,191.000001
185,19.4,71.1,575.999999,160.0
186,19.7,77.6,581.0,149.0
187,19.2,80.3,577.000001,139.000001
188,17.6,84.6,580.0,0.0
189,16.4,89.1,541.0,0.0
190,15.8,91.4,518.0,0.0
191,15.6,92.5,508.0,0.0
192,15.4,94.3,507.0,0.0
193,15.3,94.9,504.0,0.0
194,15.1,95.1,506.0,0.0
195,14.9,95.7,507.0,0.0
196,14.9,96.0,504.0,0.0
197,16.3,92.7,520.0,180.0
198,17.1,88.5,604.0,160.0
199,17.4,87.1,586.0,160.0
200,17.0,77.9,583.999999,154.0
201,18.1,73.8,582.0,164.0
202,20.2,68.3,578.000001,223.999999
203,20.7,68.8,583.0,264.0
204,22.1,68.3,583.0,240.0
205,21.7,69.7,588.999999,294.999998
206,21.0,69.8,589.0,231.0
207,20.7,69.9,580.0,210.0
208,19.8,69.0,575.000001,184.999999
209,18.4,72.7,584.0,164.0
210,19.8,73.6,589.0,159.0
211,19.5,79.4,584.000001,154.000001
212,17.7,83.9,591.0,0.0
213,16.5,88.8,558.0,0.0
214,16.0,92.0,545.0,0.0
215,15.7,92.7,532.0,0.0
216,15.3,93.9,525.0,0.0
217,15.3,94.3,525.0,0.0
218,15.2,94.5,515.0,0.0
219,14.9,95.1,506.0,0.0
220,14.6,95.4,506.0,0.0
221,16.3,91.4,634.000001,202.999995
222,16.9,86.8,641.0,148.0
223,17.1,85.2,640.000001,149.0
224,16.0,79.0,645.0,142.0
225,17.7,72.7,648.0,165.0
226,18.7,72.8,648.0,195.0
227,20.6,69.4,642.000001,231.0
228,20.9,68.8,637.0,310.0
229,21.2,68.5,643.0,235.000005
230,21.4,66.9,644.999999,259.999999
231,21.0,66.4,652.0,262.0
232,20.1,66.9,651.0,193.000002
233,18.5,70.8,647.0,157.0
234,19.2,70.2,645.0,148.0
235,18.9,74.0,657.999999,148.0
236,16.4,81.8,629.0,0.0
237,15.2,87.7,594.0,0.0
238,14.5,91.0,580.0,0.0
239,13.8,92.4,573.0,0.0
240,13.7,91.6,559.0,0.0
241,13.8,90.7,547.0,0.0
242,14.0,90.5,537.0,0.0
243,13.6,91.4,530.0,0.0
244,13.8,90.5,522.0,0.0
245,16.0,83.3,634.000004,288.99998
246,15.7,84.9,634.0,95.0
247,15.3,84.3,595.0,95.0
248,15.8,67.1,581.0,93.0
249,18.1,65.5,596.0,138.0
250,18.8,63.9,591.0,50.0
251,19.1,64.4,583.0,77.0
252,20.7,64.7,579.0,109.0
253,22.6,71.3,584.000001,180.999996
254,21.1,69.0,588.0,79.000005
255,19.6,63.8,591.0,77.0
256,19.9,68.2,587.0,72.000001
257,18.9,67.2,587.0,122.0
258,19.3,69.8,587.0,95.0
259,17.6,77.8,583.000001,95.0
260,15.4,85.1,576.0,0.0
261,13.9,87.4,572.0,0.0
262,13.0,89.2,574.0,0.0
263,12.9,87.1,575.0,0.0
264,12.8,86.6,581.0,0.0
265,13.0,85.3,587.0,0.0
266,13.2,85.4,586.0,0.0
267,12.9,86.8,584.0,0.0
268,13.3,85.6,586.0,0.0
269,15.3,82.3,555.999999,286.999979
270,15.1,81.0,683.0,81.0
271,15.7,79.3,674.0,79.0
272,16.8,62.2,679.0,77.0
273,19.9,66.0,678.0,103.0
274,19.4,63.9,672.0,58.0
275,19.9,66.8,678.0,91.0
276,21.1,71.3,678.0,121.0
277,21.7,71.999999,668.000001,121.999999
278,22.6,64.600001,653.000001,123.0
279,22.0,74.8,672.0,137.0
280,21.1,66.7,667.999999,160.000001
281,18.4,67.5,669.000001,100.0
282,19.8,72.1,676.0,79.0
283,18.3,75.3,688.999998,81.0
284,16.0,80.4,638.999999,0.0
285,14.8,84.1,580.0,0.0
286,14.0,89.6,562.0,0.0
287,13.3,90.9,550.0,0.0
288,12.9,91.6,534.0,0.0
289,13.2,88.6,528.0,0.0
290,13.1,89.3,523.0,0.0
291,12.9,90.8,522.0,0.0
292,13.3,88.4,519.0,0.0
293,15.2,84.9,558.000001,218.999992
294,16.8,76.3,750.0,140.0
295,16.8,77.8,756.999999,140.0
296,17.7,65.8,751.999999,136.0
297,19.9,66.9,744.0,165.0
298,19.7,65.4,734.0,210.0
299,19.2,64.1,716.999999,89.0
300,19.6,61.9,677.0,127.0
301,20.9,65.5,642.0,179.0
302,19.8,68.0,648.0,143.0
303,19.5,68.0,663.0,84.0
304,19.5,67.9,657.0,211.0
305,18.5,71.9,686.0,164.999999
306,19.9,68.2,760.0,141.0
307,19.0,70.5,749.999999,141.0
308,17.1,77.8,693.999999,0.0
309,16.3,84.4,629.0,0.0
310,15.8,87.7,585.0,0.0
311,15.4,89.3,553.0,0.0
312,15.3,89.4,530.0,0.0
313,15.4,88.9,512.0,0.0
314,15.4,88.8,501.0,0.0
315,15.3,89.7,494.0,0.0
316,15.5,87.2,490.0,0.0
317,17.2,84.9,552.0,162.999998
318,17.7,84.9,675.0,139.0
319,18.1,86.0,720.0,139.0
320,16.4,79.9,725.0,133.0
321,18.4,72.8,722.0,158.0
322,18.9,75.3,718.0,211.999998
323,19.2,73.1,693.999999,255.000001
324,20.3,70.6,672.0,234.0
325,22.5,65.200002,523.000003,57.00001
326,20.8,83.7,514.999999,121.0
327,22.4,69.3,563.0,97.0
328,20.1,69.0,593.999999,67.0
329,19.3,68.9,614.000001,159.0
330,19.0,79.5,673.0,140.0
331,18.9,80.7,735.999999,139.0
332,16.9,85.1,705.999999,0.0
333,15.7,91.2,646.0,0.0
334,15.1,93.6,613.0,0.0
335,14.6,94.9,588.0,0.0
336,14.1,95.5,574.0,0.0
337,14.1,94.7,573.0,0.0
338,14.1,94.8,573.0,0.0
339,14.1,94.5,572.0,0.0
340,14.4,95.0,574.0,0.0
341,16.8,90.4,518.000002,204.999994
342,16.9,90.1,685.0,148.0
343,16.5,88.1,659.000001,147.0
344,17.1,76.2,676.0,145.0
345,20.0,67.3,670.0,174.0
346,20.6,66.7,667.0,203.0
347,21.7,71.0,649.000001,84.000004
348,21.7,66.7,642.0,141.0
349,21.5,76.599999,643.999999,214.999996
350,21.0,65.9,652.0,238.999997
351,20.6,65.6,644.0,198.0
352,19.6,63.7,643.0,169.0
353,17.8,67.9,637.0,148.0
354,19.5,65.6,677.0,149.0
355,19.6,71.4,663.000001,150.0
356,17.7,81.1,660.999999,0.0
357,16.6,87.4,606.0,0.0
358,15.7,90.7,569.0,0.0
359,15.4,92.4,542.0,0.0
360,15.2,94.3,535.0,0.0
361,15.1,94.7,526.0,0.0
362,15.1,95.1,523.0,0.0
363,14.9,95.5,525.0,0.0
364,15.0,95.6,521.0,0.0
365,16.8,89.8,577.999999,163.999995
366,17.0,89.6,672.0,119.0
367,16.8,87.0,661.000001,119.0
368,16.4,81.3,682.0,114.0
369,17.7,77.8,675.0,123.0
370,19.9,73.6,647.0,204.999999
371,21.8,69.1,591.0,259.000001
372,21.2,71.9,600.0,69.0
373,21.1,71.1,623.0,106.999996
374,21.4,69.6,626.0,190.999997
375,21.4,70.5,625.0,170.0
376,19.7,73.7,603.0,136.000001
377,18.6,76.8,581.999999,125.999999
378,19.2,76.0,606.0,119.0
379,19.3,78.7,699.000001,119.0
380,18.1,82.9,674.999999,0.0
381,16.9,88.3,579.0,0.0
382,16.4,91.6,522.000001,0.0
383,15.9,93.0,479.0,0.0
384,15.6,93.0,451.0,0.0
385,15.5,92.9,442.0,0.0
386,15.2,93.3,436.0,0.0
387,15.0,93.9,429.0,0.0
388,14.8,91.8,429.0,0.0
389,18.0,76.5,561.000002,9e-06
390,17.3,78.5,680.0,90.0
391,17.1,79.5,711.0,89.0
392,16.0,70.9,630.0,91.0
393,18.2,65.2,611.0,117.0
394,18.7,63.2,586.0,58.0
395,20.1,62.600001,558.000001,81.0
396,21.4,70.5,554.0,105.0
397,22.5,67.900001,531.000002,94.000003
398,22.2,65.500001,518.0,62.000008
399,20.6,67.5,592.0,134.0
400,19.4,67.4,620.0,83.000001
401,18.6,65.7,636.0,119.0
402,19.1,69.8,710.0,91.0
403,18.7,73.0,720.000001,91.0
404,17.1,79.4,711.999999,0.0
405,15.8,85.1,634.0,0.0
406,15.1,87.9,582.0,0.0
407,14.8,90.5,562.0,0.0
408,14.7,91.6,544.0,0.0
409,14.6,92.4,531.000001,0.0
410,14.3,93.2,531.0,0.0
411,14.4,93.6,529.0,0.0
412,14.5,93.6,526.0,0.0
413,16.6,88.8,534.0,180.999997
414,17.1,89.4,591.0,149.0
415,16.6,85.3,590.000001,147.0
416,16.9,72.0,590.0,143.0
417,18.2,69.2,589.0,150.0
418,20.2,67.8,590.0,160.0
419,19.4,72.0,581.0,194.999999
420,19.2,73.0,585.0,264.0
421,19.5,69.1,550.0,193.000005
422,19.4,66.9,534.0,291.999993
423,20.5,64.4,509.0,250.0
424,19.1,60.8,453.000001,217.000005
425,19.0,62.2,462.0,175.999999
426,17.1,62.8,469.0,142.0
427,15.1,61.4,475.0,140.0
428,13.8,60.3,457.999999,0.0
429,14.2,58.7,416.0,0.0
430,14.7,60.8,413.0,0.0
431,15.0,60.6,409.0,0.0
432,14.8,59.7,412.0,0.0
433,14.9,60.4,417.0,0.0
434,15.4,60.2,417.0,0.0
435,15.0,60.2,417.0,0.0
436,14.7,60.5,425.0,0.0
437,15.2,65.6,518.0,201.99999
438,15.0,59.7,548.0,103.0
439,15.8,62.0,567.0,103.0
440,18.9,62.5,566.0,109.0
441,19.3,67.2,567.0,135.0
442,19.2,61.7,567.0,68.000001
443,19.3,63.7,561.0,81.000004
444,20.8,61.9,547.0,162.0
445,22.0,64.5,542.0,171.000003
446,20.7,65.1,534.0,168.999996
447,20.7,67.2,546.0,59.0
448,20.7,69.0,577.0,149.0
449,19.0,64.0,586.0,112.0
450,19.6,65.7,592.0,109.0
451,18.7,71.1,590.0,109.0
452,16.7,77.0,575.999999,0.0
453,15.3,82.5,516.0,0.0
454,14.8,83.2,476.000001,0.0
455,14.3,83.6,460.0,0.0
456,14.1,83.2,448.0,0.0
457,13.7,83.9,451.0,0.0
458,13.5,85.7,451.0,0.0
459,13.3,86.5,453.0,0.0
460,13.7,84.4,453.0,0.0
461,15.5,78.5,600.0,165.0
462,17.1,73.0,589.0,144.0
463,16.1,76.9,578.000001,144.0
464,17.3,70.8,572.999999,139.0
465,20.1,64.2,571.0,165.0
466,19.9,67.5,557.0,196.0
467,19.5,68.1,547.0,198.999999
468,19.9,64.5,550.0,183.0
469,20.3,64.4,545.000001,179.0
470,20.3,65.6,537.0,173.999999
471,20.0,65.2,540.0,165.0
472,19.0,67.9,534.0,150.000001
473,18.1,70.4,525.0,144.0
474,18.1,71.9,541.0,144.0
475,18.6,74.8,578.999999,144.0
476,17.4,78.3,551.0,0.0
477,16.1,84.9,484.0,0.0
478,15.0,85.0,440.000001,0.0
479,14.8,82.5,426.0,0.0
480,14.5,82.8,426.0,0.0
481,14.7,78.7,429.0,0.0
482,14.7,75.0,424.0,0.0
483,14.5,73.1,424.0,0.0
484,14.5,72.2,426.0,0.0
485,16.0,67.4,559.999999,213.999994
486,16.2,66.3,633.0,153.0
487,15.7,65.3,630.0,153.0
488,16.8,62.1,550.999999,158.0
489,18.7,61.3,515.0,152.0
490,18.9,63.3,540.0,163.0
491,19.9,64.1,534.0,188.0
492,19.3,63.8,537.0,49.0
493,18.8,63.5,589.0,80.999995
494,19.5,62.7,573.0,61.0
495,19.7,66.4,583.0,131.0
496,19.6,64.4,600.0,133.999997
497,19.7,67.1,619.0,188.999999
498,19.1,66.7,657.0,155.0
499,19.6,70.4,684.0,156.0
500,17.8,76.6,682.999999,0.0
501,16.1,83.1,609.0,0.0
502,15.3,87.8,589.0,0.0
503,14.6,90.7,576.0,0.0
504,14.3,92.2,565.0,0.0
505,14.3,92.9,561.0,0.0
506,14.0,92.6,558.0,0.0
507,14.2,90.2,553.0,0.0
508,14.0,91.2,548.0,0.0
509,18.0,74.6,705.000002,214.999996
510,18.0,76.4,699.0,175.0
511,16.7,77.1,694.999999,173.0
512,17.3,70.9,688.0,179.0
513,19.0,68.9,697.0,210.0
514,20.1,68.2,683.0,287.000002
515,19.9,67.6,653.0,227.0
516,20.4,69.9,600.0,267.0
517,23.7,67.0,611.999999,255.000003
518,22.4,65.6,619.0,269.000002
519,22.5,69.8,699.0,239.0
520,20.5,71.8,793.999999,211.0
521,20.1,71.4,636.000001,198.0
522,19.7,76.0,685.0,183.0
523,20.3,78.3,713.999999,183.0
524,18.7,83.7,735.999999,0.0
525,16.6,90.6,706.0,0.0
526,15.7,93.1,664.000001,0.0
527,14.9,93.8,634.0,0.0
528,14.7,94.4,616.0,0.0
529,14.4,94.5,599.0,0.0
530,14.0,94.5,591.0,0.0
531,13.8,94.7,595.0,0.0
532,15.3,88.5,600.0,128.999996
533,18.4,76.1,571.0,214.0
534,18.8,75.3,547.0,215.0
535,17.0,76.1,563.0,213.0
536,17.4,68.9,547.999999,215.0
537,20.2,64.7,537.0,241.0
538,22.2,64.1,545.0,268.0
539,23.8,67.7,524.000002,289.0
540,23.9,68.1,522.0,312.0
541,24.9,72.199999,479.000002,336.000002
542,27.3,66.899999,504.000002,344.999999
543,26.7,65.0,542.0,333.0
544,25.7,66.1,538.0,299.000002
545,22.9,69.3,538.0,233.999999
546,21.8,75.6,536.0,213.0
547,22.2,75.1,551.000001,214.0
548,20.7,84.4,571.999999,0.0
549,18.2,89.3,560.0,0.0
550,16.8,91.9,552.0,0.0
551,16.3,93.5,545.0,0.0
552,15.8,94.0,542.0,0.0
553,15.6,93.6,531.0,0.0
554,15.3,93.6,535.0,0.0
555,15.3,93.7,532.0,0.0
556,15.7,94.4,568.999999,179.999995
557,18.6,86.5,784.999996,272.0
558,19.7,85.3,761.0,271.0
559,19.4,74.5,709.999999,270.0
560,19.5,72.6,763.000001,267.0
561,20.6,70.0,763.0,296.0
562,21.1,70.5,763.0,361.999999
563,24.1,64.6,764.999999,410.999998
564,24.5,63.9,633.0,454.0
565,22.1,65.6,729.999999,321.000002
566,23.5,60.2,761.0,391.000001
567,22.3,60.0,775.0,291.0
568,21.8,62.7,769.000001,378.999991
569,20.3,62.6,699.000001,283.000001
570,20.6,66.9,748.0,271.0
571,21.5,68.5,768.0,271.0
572,19.8,74.8,778.999999,0.0
573,16.8,86.1,743.0,0.0
574,15.6,89.2,707.0,0.0
575,15.0,91.5,673.0,0.0
576,14.4,92.0,642.0,0.0
577,14.1,92.7,626.0,0.0
578,14.0,92.3,620.0,0.0
579,14.3,90.1,616.0,0.0
580,15.5,84.7,648.000001,154.999997
581,18.4,75.4,636.999999,215.0
582,19.0,74.7,630.0,215.0
583,17.3,75.7,637.0,214.0
584,18.0,70.8,642.999999,214.0
585,20.1,66.5,633.0,255.0
586,20.7,66.4,638.000001,311.999996
587,21.7,68.6,636.0,358.000002
588,23.5,65.2,642.0,426.0
589,25.3,58.0,532.000001,394.999995
590,25.7,62.4,577.000002,307.000014
591,25.7,63.9,637.0,397.0
592,23.4,65.9,637.000001,306.999994
593,22.2,67.2,640.999999,250.000003
594,20.7,77.4,625.0,213.0
595,21.2,76.9,631.0,213.0
596,19.4,84.5,646.0,0.0
597,16.9,91.8,634.0,0.0
598,15.6,93.0,617.0,0.0
599,15.1,94.1,607.0,0.0
600,14.2,94.4,605.0,0.0
601,14.1,91.9,611.0,0.0
602,14.0,91.4,620.0,0.0
603,14.2,90.6,627.0,214.0
604,16.8,82.5,668.999998,209.0
605,17.1,82.3,681.999999,209.0
606,18.1,78.1,684.0,209.0
607,17.5,70.3,677.0,206.0
608,19.3,66.0,678.0,214.0
609,20.9,67.6,678.0,242.0
610,22.1,66.8,680.0,269.0
611,24.2,66.3,630.999999,288.0
612,24.8,67.0,562.0,311.0
613,24.3,67.499999,504.000002,333.999999
614,24.3,61.700001,487.999998,352.0
615,24.0,61.4,498.0,311.0
616,24.9,59.0,555.999998,295.000001
617,22.9,64.2,643.000001,240.0
618,20.1,72.9,672.0,210.0
619,20.9,74.3,678.999999,209.0
620,18.9,84.6,693.999999,0.0
621,16.2,90.3,658.0,0.0
622,14.9,91.8,627.0,0.0
623,14.2,92.7,605.999999,0.0
624,14.3,91.1,604.0,0.0
625,13.8,91.9,606.0,0.0
626,13.8,91.1,619.0,0.0
627,13.9,90.3,629.0,0.0
628,16.5,82.5,592.0,212.0
629,16.9,81.0,597.999999,211.0
630,18.0,77.2,594.0,212.0
631,17.6,69.6,597.0,208.0
632,19.0,64.6,600.0,217.0
633,20.4,65.0,593.0,244.0
634,21.8,64.2,592.000001,271.0
635,24.3,67.3,587.0,290.0
636,24.4,70.9,556.0,314.0
637,24.5,75.799998,487.000003,340.0
638,24.9,73.199999,457.000003,337.999999
639,26.4,61.3,518.0,319.0
640,25.6,63.1,561.999998,290.0
641,24.9,62.5,598.0,244.0
642,21.4,73.8,587.0,210.0
643,21.7,75.9,597.0,210.0
644,19.8,82.6,607.0,0.0
645,16.9,90.5,601.0,0.0
646,15.6,91.9,578.0,0.0
647,14.8,93.0,564.0,0.0
648,14.1,93.9,562.0,0.0
649,14.1,93.2,573.0,0.0
650,14.1,93.0,577.0,0.0
651,14.0,92.4,584.0,234.0
652,16.7,82.5,630.999999,231.0
653,17.2,82.0,652.999999,230.0
654,18.4,76.1,647.0,230.0
655,17.7,70.4,636.0,228.0
656,19.9,62.6,635.000001,234.0
657,20.7,65.1,641.0,262.0
658,22.4,64.6,641.999999,290.0
659,24.5,67.299999,583.000001,308.0
660,25.6,77.4,562.0,328.0
661,27.1,76.3,495.999997,371.999999
662,27.8,77.2,492.000002,372.0
663,27.3,67.1,563.0,349.0
664,26.8,67.3,589.999999,312.000001
665,24.7,64.6,638.0,261.0
666,22.1,72.7,644.0,228.0
667,22.4,75.3,631.000001,228.0
668,20.5,82.1,645.000001,0.0
669,17.4,90.7,642.0,0.0
670,16.0,92.7,631.0,0.0
671,15.2,93.7,629.0,0.0
672,14.2,94.3,622.0,0.0
673,14.0,95.2,630.0,0.0
674,14.0,95.7,643.0,0.0
675,13.9,96.0,657.0,0.0
676,16.3,89.8,632.000002,240.999996
677,19.0,83.4,580.0,241.0
678,19.5,85.7,584.0,240.0
679,18.7,81.0,589.0,237.0
680,19.6,79.8,583.0,241.0
681,21.6,74.7,587.0,271.0
682,21.8,76.7,593.999999,284.000001
683,21.6,70.9,601.0,296.0
684,23.4,63.9,584.0,397.0
685,25.4,63.6,567.0,443.0
686,25.1,67.7,591.0,359.000004
687,24.2,73.9,583.0,300.0
688,22.6,78.6,581.0,268.0
689,21.6,79.9,594.999999,252.0
690,20.7,81.6,583.0,237.0
691,22.0,80.7,583.0,238.0
692,20.8,85.5,607.000002,0.0
693,18.0,92.9,606.0,0.0
694,16.9,94.8,598.0,0.0
695,16.2,95.9,590.0,0.0
696,15.8,96.5,590.0,0.0
697,15.3,96.4,589.0,0.0
698,15.0,96.8,589.0,0.0
699,15.2,97.2,579.0,260.0
700,18.2,86.6,618.999997,259.0
701,19.1,85.9,640.999999,259.0
702,19.6,85.7,652.0,258.0
703,18.2,82.6,626.000001,251.0
704,18.8,78.3,635.999999,267.0
705,20.6,77.5,621.0,328.0
706,23.1,71.1,620.000002,335.0
707,23.4,69.4,584.000001,373.999999
708,25.4,62.0,548.0,393.0
709,26.3,60.8,513.000001,426.999998
710,28.2,59.700001,492.0,431.999999
711,27.0,71.5,521.0,377.0
712,27.2,69.900001,568.999998,338.000001
713,25.1,73.1,611.000003,295.999999
714,23.6,72.6,635.0,257.0
715,23.9,78.1,645.999999,257.0
716,22.0,82.7,652.0,0.0
717,18.6,90.7,645.0,0.0
718,16.8,92.7,631.0,0.0
719,15.8,93.7,616.999999,0.0
720,15.0,94.7,606.0,0.0
721,14.4,94.9,601.0,0.0
722,14.0,94.7,606.0,0.0
723,14.1,94.2,616.0,0.0
724,16.6,84.8,589.999999,210.0
725,17.4,83.9,599.0,210.0
726,17.5,85.5,595.0,210.0
727,16.8,74.4,596.999999,205.0
728,19.3,65.6,597.0,219.0
729,19.9,67.9,601.0,250.0
730,19.9,67.9,601.0,250.0
731,23.8,71.7,564.0,298.0
732,24.5,72.2,536.0,324.0
733,24.1,75.199998,482.000001,343.0
734,25.1,70.9,453.000002,344.999999
735,25.1,70.9,453.000002,344.999999
736,24.0,63.6,453.000002,291.0
737,23.6,61.2,536.999999,248.0
738,21.7,70.2,592.0,210.0
739,22.3,72.0,599.0,208.0
740,20.5,81.1,605.0,0.0
741,17.5,91.1,608.0,0.0
742,16.2,92.8,600.0,0.0
743,15.1,94.0,589.0,0.0
744,14.3,94.2,581.0,0.0
745,14.8,92.5,579.0,0.0
746,14.4,93.1,578.0,0.0
747,14.3,92.5,578.0,0.0
748,17.1,82.5,581.0,229.0
749,17.6,80.8,583.0,227.0
750,17.8,82.0,589.0,228.0
751,17.1,71.6,586.0,223.0
752,19.7,65.2,586.0,237.0
753,19.9,67.5,591.0,268.0
754,22.1,63.9,580.000001,297.0
755,23.8,73.2,622.0,312.0
756,25.0,70.4,584.0,124.0
757,27.2,73.4,621.000001,147.0
