,heating_temp_vip,lee_wind_min_vip,assim_vip,scr_enrg_vip,scr_blck_vip,CO2_vip
92,17.2,0.0,0.0,0.0,100.0,400.0
93,17.2,0.0,0.0,0.0,100.0,400.0
94,17.3,0.0,0.0,0.0,100.0,400.0
95,17.0,0.0,0.0,0.0,100.0,400.0
96,17.1,0.0,50.0,15.0,100.0,667.0
97,19.3,0.0,100.0,99.0,100.0,927.0
98,19.9,0.0,100.0,84.0,100.0,1007.0
99,19.9,0.0,100.0,100.0,100.0,1010.0
100,19.9,0.0,100.0,83.0,100.0,1012.0
101,19.9,0.0,100.0,100.0,100.0,1012.0
102,19.9,0.0,100.0,100.0,100.0,1012.0
103,19.9,0.0,100.0,100.0,100.0,1012.0
104,19.9,0.0,100.0,100.0,100.0,1012.0
105,19.9,0.0,100.0,0.0,0.0,1012.0
106,19.9,0.0,100.0,0.0,0.0,1012.0
107,20.3,0.0,100.0,0.0,0.0,1022.0
108,21.1,0.0,100.0,0.0,0.0,1039.0
109,21.3,0.0,100.0,0.0,0.0,1041.0
110,21.6,0.0,100.0,0.0,0.0,1046.000001
111,22.1,0.0,100.0,0.0,0.0,1055.0
112,21.3,0.0,100.0,0.0,0.0,1041.000001
113,20.3,0.0,100.0,0.0,0.0,1020.0
114,15.0,0.0,0.0,0.0,100.0,400.0
115,14.7,0.0,0.0,0.0,100.0,400.0
116,17.9,0.0,0.0,0.0,100.0,400.0
117,17.2,0.0,0.0,0.0,100.0,400.0
118,17.9,0.0,0.0,0.0,100.0,400.0
119,17.7,0.0,0.0,0.0,100.0,400.0
120,19.4,0.0,100.0,79.8,100.0,927.0
121,19.9,0.0,100.0,100.0,100.0,1002.0
122,19.9,0.0,100.0,82.0,100.0,1011.0
123,19.9,0.0,100.0,88.0,100.0,1012.0
124,19.9,0.0,100.0,100.0,100.0,1011.0
125,19.9,0.0,100.0,100.0,100.0,1012.0
126,19.9,0.0,100.0,100.0,100.0,1012.0
127,19.9,0.0,100.0,100.0,100.0,1012.0
128,19.9,0.0,100.0,100.0,100.0,1012.0
129,19.9,0.0,100.0,0.0,0.0,1012.0
130,19.9,0.0,100.0,0.0,0.0,1012.0
131,19.9,0.0,100.0,0.0,0.0,1012.0
132,19.9,0.0,100.0,0.0,0.0,1013.0
133,20.2,0.0,100.0,0.0,0.0,1020.0
134,21.5,0.0,100.0,0.0,0.0,1045.0
135,21.5,0.0,100.0,0.0,0.0,1045.0
136,20.5,0.0,100.0,0.0,0.0,1026.0
137,20.1,0.0,100.0,0.0,0.0,1016.0
138,15.5,0.0,50.0,0.0,100.0,400.0
139,16.5,0.0,0.0,0.0,100.0,400.0
140,18.0,0.0,0.0,0.0,100.0,400.0
141,17.9,0.0,0.0,0.0,100.0,400.0
142,17.4,0.0,0.0,0.0,100.0,400.0
143,17.5,0.0,0.0,0.0,100.0,400.0
144,19.3,0.0,100.0,76.8,100.0,927.0
145,19.9,0.0,100.0,100.0,100.0,1007.0
146,19.9,0.0,100.0,100.0,100.0,1011.0
147,19.9,0.0,100.0,100.0,100.0,1012.0
148,19.9,0.0,100.0,100.0,100.0,1012.0
149,19.9,0.0,100.0,100.0,100.0,1012.0
150,19.9,0.0,100.0,100.0,100.0,1012.0
151,19.9,0.0,100.0,100.0,100.0,1012.0
152,19.9,0.0,100.0,100.0,100.0,1012.0
153,19.9,0.0,100.0,0.0,0.0,1012.0
154,20.1,0.0,100.0,0.0,0.0,1017.0
155,21.3,0.0,94.0,0.0,0.0,1041.0
156,21.3,0.0,100.0,0.0,0.0,1041.0
157,21.8,0.0,88.0,0.0,0.0,1050.0
158,21.7,0.0,100.0,0.0,0.0,1049.0
159,21.5,0.0,100.0,0.0,0.0,1046.0
160,20.9,0.0,100.0,0.0,0.0,1034.0
161,20.1,0.0,100.0,0.0,0.0,1017.0
162,7.8,0.0,50.0,31.0,100.0,400.0
163,6.3,0.0,0.0,0.0,100.0,400.0
164,6.1,0.0,0.0,4.0,100.0,400.0
165,6.1,0.0,0.0,37.0,100.0,400.0
166,6.1,0.0,0.0,85.0,100.0,400.0
167,6.1,0.0,0.0,100.0,100.0,400.0
168,17.9,0.0,100.0,100.0,100.0,922.0
169,19.8,0.0,100.0,100.0,100.0,1006.999999
170,19.9,0.0,100.0,94.0,100.0,1012.0
171,19.9,0.0,100.0,90.0,100.0,1012.0
172,19.9,0.0,100.0,89.0,100.0,1012.0
173,19.9,0.0,100.0,94.0,100.0,1012.0
174,19.9,0.0,100.0,94.0,100.0,1012.0
175,19.9,0.0,100.0,94.0,100.0,1012.0
176,19.9,0.0,100.0,100.0,100.0,1012.0
177,19.9,0.0,100.0,0.0,0.0,1012.0
178,20.2,0.0,100.0,0.0,0.0,1019.0
179,20.5,0.0,84.999998,0.0,0.0,1026.0
180,20.7,0.0,79.0,0.0,0.0,1030.0
181,20.7,0.0,67.0,0.0,0.0,1030.0
182,20.6,0.0,43.0,0.0,0.0,1028.0
183,20.7,0.0,73.0,0.0,0.0,1029.0
184,20.8,0.0,96.0,0.0,0.0,1033.0
185,20.2,0.0,100.0,0.0,0.0,1018.0
186,7.8,0.0,50.0,19.0,100.0,400.0
187,6.5,0.0,0.0,0.0,100.0,400.0
188,8.0,0.0,0.0,0.0,100.0,400.0
189,9.0,0.0,0.0,4.0,100.0,400.0
190,9.5,0.0,0.0,14.0,100.0,400.0
191,10.5,0.0,0.0,37.0,100.0,400.0
192,18.5,0.0,100.0,100.0,100.0,922.0
193,19.5,0.0,100.0,100.0,100.0,990.0
194,19.9,0.0,100.0,100.0,100.0,1009.0
195,19.9,0.0,100.0,100.0,100.0,1011.0
196,19.9,0.0,100.0,100.0,100.0,1012.0
197,19.9,0.0,100.0,100.0,100.0,1012.0
198,19.9,0.0,100.0,100.0,100.0,1012.0
199,19.9,0.0,100.0,100.0,100.0,1011.0
200,19.9,0.0,100.0,100.0,100.0,1012.0
201,19.9,0.0,100.0,0.0,0.0,1012.0
202,20.3,0.0,100.0,0.0,0.0,1021.999999
203,20.8,0.0,100.0,0.0,0.0,1031.000001
204,21.1,0.0,84.0,0.0,0.0,1038.0
205,21.1,0.0,66.0,0.0,0.0,1037.0
206,21.1,0.0,74.0,0.0,0.0,1037.0
207,21.1,0.0,97.0,0.0,0.0,1038.0
208,20.8,0.0,100.0,0.0,0.0,1032.0
209,20.2,0.0,100.0,0.0,0.0,1018.0
210,7.8,0.0,50.0,0.0,100.0,400.0
211,7.9,0.0,0.0,0.0,100.0,400.0
212,8.9,0.0,0.0,0.0,100.0,400.0
213,10.4,0.0,0.0,0.0,100.0,400.0
214,11.9,0.0,0.0,10.0,100.0,400.0
215,12.4,0.0,0.0,22.0,100.0,400.0
216,17.4,0.0,100.0,100.0,100.0,834.0
217,19.6,0.0,100.0,100.0,100.0,990.0
218,19.9,0.0,100.0,94.0,100.0,1010.0
219,19.9,0.0,100.0,95.0,100.0,1012.0
220,19.9,0.0,100.0,100.0,100.0,1011.0
221,19.9,0.0,100.0,100.0,100.0,1011.0
222,19.9,0.0,100.0,100.0,100.0,1012.0
223,19.9,0.0,100.0,100.0,100.0,1010.0
224,19.9,0.0,100.0,100.0,100.0,1012.0
225,19.9,0.0,100.0,0.0,0.0,1012.0
226,20.3,0.0,100.0,0.0,0.0,1020.0
227,20.5,0.0,79.0,0.0,0.0,1026.0
228,20.5,0.0,71.0,0.0,0.0,1026.0
229,20.5,0.0,56.0,0.0,0.0,1026.0
230,20.5,0.0,56.000001,0.0,0.0,1026.0
231,20.6,0.0,69.0,0.0,0.0,1026.0
232,20.5,0.0,85.0,0.0,0.0,1027.0
233,20.5,0.0,100.0,0.0,0.0,1024.999999
234,13.5,0.0,50.0,0.0,100.0,400.0
235,7.0,0.0,0.0,0.0,100.0,400.0
236,6.2,0.0,0.0,0.0,100.0,400.0
237,6.1,0.0,0.0,3.0,100.0,400.0
238,6.1,0.0,0.0,39.0,100.0,400.0
239,6.1,0.0,0.0,100.0,100.0,400.0
240,15.9,0.0,100.0,100.0,100.0,831.0
241,19.4,0.0,100.0,100.0,100.0,969.999998
242,19.8,0.0,100.0,100.0,100.0,983.0
243,19.9,0.0,100.0,100.0,100.0,987.0
244,19.9,0.0,100.0,100.0,100.0,985.0
245,19.9,0.0,100.0,100.0,100.0,987.0
246,19.9,0.0,100.0,100.0,100.0,987.0
247,19.9,0.0,100.0,100.0,100.0,987.0
248,19.9,0.0,100.0,100.0,100.0,987.0
249,20.4,0.0,100.0,0.0,0.0,987.0
250,20.8,0.0,100.0,0.0,0.0,1011.0
251,20.8,0.0,89.0,0.0,0.0,1029.0
252,20.9,0.0,73.0,0.0,0.0,1033.0
253,20.0,0.0,82.999995,0.0,0.0,1014.000002
254,20.5,0.0,38.0,0.0,0.0,1024.0
255,19.9,0.0,100.0,0.0,0.0,1012.0
256,19.9,0.0,100.0,0.0,0.0,1012.0
257,19.9,0.0,100.0,0.0,0.0,1012.000004
258,10.1,0.0,50.0,0.0,100.0,400.0
259,7.1,0.0,0.0,0.0,100.0,400.0
260,6.3,0.0,0.0,0.0,100.0,400.0
261,6.1,0.0,0.0,33.0,100.0,400.0
262,6.1,0.0,0.0,83.999997,100.0,400.0
263,6.1,0.0,0.0,100.0,100.0,400.0
264,15.9,0.0,100.0,100.0,100.0,820.0
265,18.9,0.0,100.0,100.0,100.0,964.0
266,19.7,0.0,100.0,100.0,100.0,1000.000001
267,19.9,0.0,100.0,100.0,100.0,1011.0
268,19.9,0.0,100.0,100.0,100.0,1012.0
269,19.9,0.0,100.0,100.0,100.0,1012.0
270,19.9,0.0,100.0,100.0,100.0,1012.0
271,19.9,0.0,100.0,100.0,100.0,1012.0
272,19.9,0.0,100.0,100.0,100.0,1012.0
273,19.9,0.0,100.0,0.0,0.0,1012.0
274,20.2,0.0,100.0,0.0,0.0,1020.0
275,20.5,0.0,100.0,0.0,0.0,1025.000001
276,21.4,0.0,100.0,0.0,0.0,1043.0
277,20.3,0.0,100.0,0.0,0.0,1020.000001
278,20.7,0.0,100.0,0.0,0.0,1014.000004
279,22.3,0.0,100.0,0.0,0.0,1057.0
280,20.5,0.0,100.0,0.0,0.0,1024.0
281,24.3,0.0,100.0,0.0,0.0,1080.0
282,10.6,0.0,50.0,0.0,100.0,400.0
283,6.6,0.0,0.0,0.0,100.0,400.0
284,6.2,0.0,0.0,0.0,100.0,400.0
285,6.1,0.0,0.0,6.0,100.0,400.0
286,6.1,0.0,0.0,29.0,100.0,400.0
287,6.1,0.0,0.0,99.0,100.0,400.0
288,15.9,0.0,100.0,100.0,100.0,823.0
289,19.4,0.0,100.0,100.0,100.0,1000.999999
290,19.8,0.0,100.0,100.0,100.0,1007.0
291,19.9,0.0,100.0,100.0,100.0,1012.0
292,19.9,0.0,100.0,100.0,100.0,1012.0
293,19.9,0.0,100.0,100.0,100.0,1012.0
294,19.9,0.0,100.0,100.0,100.0,1012.0
295,19.9,0.0,100.0,100.0,100.0,1012.0
296,19.9,0.0,100.0,100.0,100.0,1012.0
297,19.9,0.0,100.0,0.0,0.0,1012.0
298,20.1,0.0,98.0,0.0,0.0,1016.0
299,20.2,0.0,77.0,0.0,0.0,1019.0
300,20.2,0.0,73.0,0.0,0.0,1019.0
301,20.1,0.0,41.0,0.0,0.0,1016.0
302,20.1,0.0,51.0,0.0,0.0,1015.0
303,20.1,0.0,54.0,0.0,0.0,1016.0
304,20.1,0.0,77.0,0.0,0.0,1019.0
305,20.4,0.0,100.0,0.0,0.0,1023.0
306,9.6,0.0,50.0,9.0,100.0,400.0
307,6.5,0.0,0.0,0.0,100.0,400.0
308,6.1,0.0,0.0,0.0,100.0,400.0
309,6.1,0.0,0.0,0.0,100.0,400.0
310,6.1,0.0,0.0,4.0,100.0,400.0
311,6.1,0.0,0.0,20.0,100.0,400.0
312,15.9,0.0,100.0,100.0,100.0,830.0
313,19.4,0.0,100.0,100.0,100.0,989.999998
314,19.7,0.0,100.0,100.0,100.0,1001.0
315,19.9,0.0,100.0,100.0,100.0,1011.0
316,19.9,0.0,100.0,100.0,100.0,1012.0
317,19.9,0.0,100.0,100.0,100.0,1012.0
318,19.9,0.0,100.0,88.0,100.0,1012.0
319,19.9,0.0,100.0,67.0,100.0,1012.0
320,19.9,0.0,100.0,65.999993,99.99999,1012.0
321,19.9,0.0,100.0,0.0,0.0,1012.0
322,20.0,0.0,100.0,0.0,0.0,1015.0
323,20.4,0.0,95.999998,0.0,0.0,1024.0
324,20.4,0.0,53.0,0.0,0.0,1025.0
325,20.5,0.0,58.0,0.0,0.0,1027.0
326,20.5,0.0,100.0,0.0,0.0,1025.0
327,20.0,0.0,100.0,0.0,0.0,1014.0
328,22.4,0.0,86.0,0.0,0.0,1050.0
329,21.7,0.0,100.0,0.0,0.0,1041.999998
330,9.7,0.0,50.0,0.0,100.0,400.0
331,7.0,0.0,0.0,0.0,100.0,400.0
332,6.1,0.0,0.0,0.0,100.0,400.0
333,6.1,0.0,0.0,4.6,100.0,400.0
334,6.1,0.0,0.0,25.6,100.0,400.0
335,7.6,0.0,0.0,60.6,100.0,400.0
336,16.1,0.0,100.0,100.0,100.0,839.0
337,19.5,0.0,100.0,100.0,100.0,991.0
338,19.8,0.0,100.0,100.0,100.0,1007.0
339,19.9,0.0,100.0,100.0,100.0,1012.0
340,19.9,0.0,100.0,100.0,100.0,1012.0
341,19.9,0.0,100.0,100.0,100.0,1012.0
342,19.9,0.0,100.0,100.0,100.0,1012.0
343,19.9,0.0,100.0,100.0,100.0,1012.0
344,19.9,0.0,100.0,99.99999,99.99999,1012.0
345,19.9,0.0,100.0,0.0,0.0,1012.0
346,20.0,0.0,100.0,0.0,0.0,1015.0
347,20.0,0.0,57.0,0.0,0.0,1015.0
348,20.4,0.0,59.0,0.0,0.0,1010.0
349,20.0,0.0,100.0,0.0,0.0,1012.0
350,20.4,0.0,100.0,0.0,0.0,1021.0
351,20.3,0.0,56.0,0.0,0.0,1022.0
352,20.0,0.0,100.0,0.0,0.0,1015.0
353,20.0,0.0,100.0,0.0,0.0,1013.0
354,13.0,0.0,100.0,0.0,0.0,400.0
355,6.9,0.0,0.0,0.0,75.0,400.0
356,6.3,0.0,0.0,0.0,75.0,400.0
357,6.1,0.0,0.0,0.0,81.0,400.0
358,6.1,0.0,0.0,8.0,95.0,400.0
359,6.1,0.0,0.0,26.0,100.0,400.0
360,15.9,0.0,100.0,100.0,100.0,830.0
361,18.9,0.0,100.0,100.0,100.0,967.0
362,19.8,0.0,100.0,100.0,100.0,1007.0
363,19.9,0.0,100.0,100.0,100.0,1011.0
364,19.9,0.0,100.0,100.0,100.0,1012.0
365,19.9,0.0,100.0,100.0,100.0,1012.0
366,19.9,0.0,100.0,100.0,100.0,1012.0
367,19.9,0.0,100.0,100.0,100.0,1012.0
368,19.9,0.0,100.0,99.99999,99.99999,1012.0
369,19.9,0.0,100.0,0.0,0.0,1012.0
370,20.2,0.0,100.0,0.0,0.0,1020.0
371,20.6,0.0,66.0,0.0,0.0,1027.0
372,20.6,0.0,80.0,0.0,0.0,1027.0
373,20.6,0.0,80.0,0.0,0.0,1028.0
374,20.6,0.0,85.0,0.0,0.0,1027.0
375,20.6,0.0,77.0,0.0,0.0,1029.0
376,20.3,0.0,100.0,0.0,0.0,1021.0
377,20.2,0.0,100.0,0.0,0.0,1018.0
378,9.5,0.0,100.0,0.0,0.0,400.0
379,6.9,0.0,0.0,0.0,75.0,400.0
380,6.2,0.0,0.0,0.0,76.0,400.0
381,6.1,0.0,0.0,0.0,91.0,400.0
382,6.1,0.0,0.0,0.0,94.0,400.0
383,7.6,0.0,0.0,5.0,99.0,400.0
384,17.8,0.0,94.0,100.0,100.0,919.0
385,19.1,0.0,93.0,100.0,100.0,983.0
386,19.4,0.0,93.0,100.0,100.0,999.0
387,19.5,0.0,93.0,100.0,100.0,1003.0
388,19.5,0.0,93.0,100.0,100.0,1003.0
389,19.5,0.0,93.0,100.0,100.0,1003.0
390,19.5,0.0,92.0,100.0,100.0,1003.0
391,19.5,0.0,93.0,100.0,100.0,1003.0
392,19.5,0.0,92.0,0.0,0.0,1003.0
393,19.5,0.0,90.0,0.0,0.0,1003.0
394,19.5,0.0,80.0,0.0,0.0,1003.0
395,19.5,0.0,66.0,0.0,0.0,1002.0
396,19.5,0.0,56.0,0.0,0.0,1001.0
397,19.4,0.0,35.0,0.0,0.0,999.0
398,19.4,0.0,65.0,0.0,0.0,1001.0
399,19.2,0.0,24.0,0.0,0.0,997.0
400,19.3,0.0,49.0,0.0,0.0,998.0
401,19.8,0.0,88.0,0.0,0.0,1011.0
402,9.5,0.0,100.0,0.0,0.0,400.0
403,6.5,1e-06,0.0,19.999998,94.999998,400.0
404,6.2,0.0,0.0,46.0,100.0,400.0
405,6.1,0.0,0.0,100.0,100.0,400.0
406,6.1,0.0,0.0,100.0,100.0,400.0
407,16.1,0.0,0.0,100.0,100.0,400.0
408,18.4,0.0,99.0,100.0,100.0,832.0
409,19.5,0.0,100.0,100.0,100.0,966.0
410,19.8,0.0,99.0,100.0,100.0,1000.000001
411,19.8,0.0,99.0,100.0,100.0,1009.0
412,19.8,0.0,99.0,100.0,100.0,1011.0
413,19.8,0.0,99.0,100.0,100.0,1012.0
414,19.8,0.0,100.0,100.0,100.0,1012.0
415,19.8,0.0,100.0,100.0,100.0,1011.0
416,19.8,0.0,100.0,0.0,0.0,1012.0
417,19.9,0.0,100.0,0.0,0.0,1012.0
418,19.9,0.0,98.0,0.0,0.0,1013.0
419,19.9,0.0,91.0,0.0,0.0,1012.0
420,19.9,0.0,95.0,0.0,0.0,1012.0
421,19.8,0.0,68.0,0.0,0.0,1011.0
422,19.8,0.0,68.0,0.0,0.0,1010.0
423,19.7,0.0,48.0,0.0,0.0,1007.0
424,19.8,0.0,76.0,0.0,0.0,1010.0
425,19.9,0.0,69.000002,0.0,0.0,1013.0
426,9.5,0.0,100.0,0.0,0.0,400.0
427,6.9,7.0,0.0,0.0,75.0,400.0
428,6.3,0.0,0.0,96.0,100.0,400.0
429,6.2,0.0,0.0,100.0,100.0,400.0
430,6.1,0.0,0.0,100.0,100.0,400.0
431,6.1,0.0,0.0,100.0,100.0,400.0
432,11.7,0.0,50.0,100.0,100.0,666.0
433,18.6,0.0,93.0,100.0,100.0,961.0
434,19.3,0.0,93.0,100.0,100.0,993.0
435,19.5,0.0,93.0,100.0,100.0,1002.0
436,19.5,0.0,93.0,100.0,100.0,1003.0
437,19.5,0.0,94.0,100.0,100.0,1003.0
438,19.5,0.0,94.0,100.0,100.0,1004.0
439,19.5,0.0,94.0,100.0,100.0,1004.0
440,19.5,0.0,94.0,0.0,0.0,1005.0
441,19.5,0.0,88.0,0.0,0.0,1005.0
442,19.5,0.0,79.0,0.0,0.0,1004.0
443,19.5,0.0,32.0,0.0,0.0,1003.0
444,19.5,0.0,71.0,0.0,0.0,1003.0
445,19.5,0.0,27.000001,0.0,0.0,1002.0
446,19.3,0.0,20.0,0.0,0.0,997.0
447,19.2,0.0,50.0,0.0,0.0,997.0
448,19.4,0.0,70.0,0.0,0.0,1001.0
449,19.5,0.0,92.0,0.0,0.0,1004.0
450,9.4,0.0,100.0,0.0,0.0,400.0
451,6.9,32.999997,5e-06,0.0,75.0,400.0
452,6.2,0.0,0.0,46.0,100.0,400.0
453,6.1,0.0,0.0,66.0,100.0,400.0
454,6.1,0.0,0.0,100.0,100.0,400.0
455,15.6,0.0,0.0,100.0,100.0,400.0
456,19.1,0.0,96.0,100.0,100.0,924.0
457,19.4,0.0,95.0,100.0,100.0,966.0
458,19.7,0.0,92.0,100.0,100.0,1003.0
459,19.7,0.0,96.0,100.0,100.0,1007.0
460,19.7,0.0,95.0,100.0,100.0,1008.0
461,19.7,0.0,92.0,100.0,100.0,1008.0
462,19.7,0.0,92.0,96.6,96.6,1008.0
463,19.7,0.0,92.0,100.0,100.0,1008.0
464,19.7,0.0,92.0,0.0,0.0,1008.0
465,19.7,0.0,97.0,0.0,0.0,1008.0
466,19.7,0.0,86.0,0.0,0.0,1008.0
467,19.7,0.0,77.0,0.0,0.0,1008.0
468,19.7,0.0,88.0,0.0,0.0,1009.0
469,19.7,0.0,80.0,0.0,0.0,1009.0
470,19.7,0.0,85.0,0.0,0.0,1009.0
471,19.7,0.0,91.0,0.0,0.0,1010.0
472,19.8,0.0,96.0,0.0,0.0,1011.0
473,19.8,0.0,100.0,0.0,0.0,1012.0
474,9.5,0.0,100.0,0.0,0.0,400.0
475,7.8,92.5,0.0,0.0,0.0,400.0
476,6.3,0.0,0.0,30.0,30.0,400.0
477,6.1,0.0,0.0,76.0,76.0,400.0
478,6.1,0.0,0.0,99.7,99.7,400.0
479,11.400001,4.999999,5e-06,89.600001,89.600001,400.000027
480,18.8,0.0,89.0,100.0,100.0,918.0
481,19.3,0.0,88.0,100.0,100.0,993.999999
482,19.3,0.0,88.0,99.2,100.0,998.0
483,19.3,0.0,88.0,100.0,100.0,999.0
484,19.3,0.0,88.0,100.0,100.0,999.0
485,19.3,0.0,88.0,100.0,100.0,999.0
486,19.3,0.0,88.0,100.0,100.0,999.0
487,19.3,0.0,88.0,100.0,100.0,999.0
488,19.3,0.0,88.0,0.0,0.0,999.0
489,19.3,0.0,76.0,0.0,0.0,999.0
490,19.3,0.0,88.0,0.0,0.0,999.0
491,19.3,0.0,82.0,0.0,0.0,999.0
492,19.3,0.0,69.0,0.0,0.0,999.0
493,19.3,0.0,59.0,0.0,0.0,997.0
494,19.2,0.0,39.000001,0.0,0.0,996.0
495,19.1,0.0,20.0,0.0,0.0,994.0
496,19.1,0.0,49.0,0.0,0.0,992.0
497,19.1,0.0,49.0,0.0,0.0,992.0
498,12.7,0.0,100.0,0.0,0.0,400.0
499,13.2,0.0,0.0,48.0,48.0,400.0
500,6.9,0.0,0.0,8.0,8.0,400.0
501,6.2,0.0,0.0,89.8,89.8,400.0
502,6.1,0.0,0.0,87.1,87.1,400.0
503,6.100001,0.0,5e-06,88.700001,88.700001,400.000026
504,16.3,0.0,95.0,100.0,100.0,920.0
505,19.1,0.0,94.0,100.0,100.0,995.0
506,19.4,0.0,94.0,100.0,100.0,1003.0
507,19.5,0.0,94.0,100.0,100.0,1005.0
508,19.5,0.0,94.0,100.0,100.0,1005.0
509,19.5,0.0,94.0,100.0,100.0,1005.0
510,19.5,0.0,94.0,100.0,100.0,1005.0
511,19.5,0.0,94.0,100.0,100.0,1005.0
512,19.5,0.0,94.0,0.0,0.0,1005.0
513,19.5,0.0,87.0,0.0,0.0,1005.0
514,19.5,0.0,69.0,0.0,0.0,1004.0
515,19.4,0.0,27.0,0.0,0.0,1002.0
516,19.4,0.0,71.0,0.0,0.0,1002.0
517,19.4,0.0,64.0,0.0,0.0,1002.0
518,19.4,0.0,68.0,0.0,0.0,1002.0
519,19.4,0.0,58.0,0.0,0.0,1001.0
520,19.5,0.0,84.0,0.0,0.0,1004.0
