,Tair,Rhair,CO2air,PARin
76,19.1,77.4,535.0,0.0
77,19.0,77.4,520.0,0.0
78,19.0,77.4,510.0,0.0
79,18.9,77.6,503.0,0.0
80,19.4,76.3,562.0,2.7e-05
81,20.6,68.6,1082.0,263.0
82,21.2,64.7,1083.0,292.0
83,20.5,56.0,643.000003,339.000002
84,20.3,60.1,780.0,290.0
85,20.9,58.2,801.999998,294.999999
86,21.8,58.7,1151.999997,256.999999
87,21.0,63.7,974.0,270.0
88,21.0,63.2,1026.000003,260.0
89,25.5,57.5,1129.999995,250.0
90,25.6,60.6,891.0,243.0
91,23.5,70.4,699.000002,0.0
92,21.2,58.3,616.0,0.0
93,22.3,62.2,538.0,0.0
94,19.9,70.4,502.0,0.0
95,19.5,73.4,487.0,0.0
96,18.8,78.3,479.0,0.0
97,19.3,74.8,478.0,0.0
98,19.0,75.3,486.0,0.0
99,19.0,75.2,490.0,0.0
100,18.8,75.1,496.0,0.0
101,18.9,75.1,502.0,0.0
102,19.0,74.6,509.0,0.0
103,18.9,74.2,508.0,0.0
104,19.5,73.2,626.000001,2.6e-05
105,21.1,66.6,1056.0,263.0
106,23.1,56.1,1229.0,288.0
107,20.6,50.3,536.999999,351.999998
108,21.0,45.9,613.0,339.0
109,20.7,45.0,529.0,394.999993
110,20.9,45.8,528.0,383.000001
111,20.5,47.0,551.0,361.0
112,20.7,49.4,687.999995,303.000001
113,26.0,55.800001,1154.999996,251.0
114,26.5,59.8,664.0,244.0
115,24.5625,69.0,495.0,0.0
116,28.4,67.6,475.0,0.0
117,25.6,74.5,446.0,0.0
118,20.66,76.0,442.0,0.0
119,28.1,70.2,435.0,0.0
120,25.1,76.5,427.0,0.0
121,16.3,78.4,423.0,0.0
122,18.5,70.3,425.000001,0.0
123,19.9,70.0,435.0,0.0
124,18.7,73.2,443.0,0.0
125,19.4,76.1,451.0,0.0
126,19.1,74.7,449.0,0.0
127,18.9,75.2,448.0,0.0
128,19.3,74.8,561.000002,2.6e-05
129,25.4,63.2,1101.0,246.0
130,26.4,63.4,1035.000006,252.0
131,26.9,63.0,1005.000002,259.999999
132,25.9,65.0,1073.0,270.0
133,26.4,62.6,1067.000005,297.000001
134,25.2,58.8,884.999997,308.0
135,25.0,64.3,1104.0,279.0
136,24.7,60.4,923.999996,307.999998
137,25.6,62.0,1013.999997,244.0
138,24.0,67.0,1001.0,243.0
139,17.2,73.2,818.000003,0.0
140,19.4,77.9,677.999999,0.0
141,18.2,76.0,629.0,0.0
142,18.7,74.7,602.0,0.0
143,18.9,74.4,577.0,0.0
144,19.0,73.4,560.0,0.0
145,19.0,73.6,546.0,0.0
146,18.9,73.1,544.0,0.0
147,18.9,72.9,544.0,0.0
148,18.9,73.7,539.0,0.0
149,19.1,73.7,535.0,0.0
150,19.2,74.0,534.0,0.0
151,19.1,74.4,534.0,0.0
152,19.6,73.7,650.000002,2.6e-05
153,28.3,65.2,1181.0,263.0
154,27.8,62.9,829.000003,284.0
155,26.5,62.3,749.999996,322.999998
156,25.8,59.3,762.0,359.0
157,25.5,59.9,688.999999,379.999994
158,25.3,59.2,649.000001,383.999999
159,24.5,57.5,657.0,281.0
160,25.0,57.7,794.999998,295.000001
161,25.4,59.2,1090.000003,258.0
162,26.0,62.0,1086.0,243.0
163,20.0,70.4,936.000001,0.0
164,26.9,61.2,832.999999,0.0
165,24.1,70.7,708.0,0.0
166,23.8,72.7,664.0,0.0
167,23.8,72.4,630.0,0.0
168,23.8,73.3,605.0,0.0
169,23.9,73.3,587.0,0.0
170,24.1,74.0,569.0,0.0
171,23.8,74.9,556.0,0.0
172,23.6,76.1,549.0,0.0
173,23.7,75.8,544.0,0.0
174,24.0,77.1,547.0,0.0
175,23.5,77.2,546.0,0.0
176,18.8,76.4,502.0,255.0
177,20.4,70.5,850.0,264.0
178,26.7,61.1,833.000005,290.0
179,25.1,59.5,666.000005,336.0
180,25.6,58.5,993.0,380.0
181,25.1,59.0,1001.000002,382.0
182,25.3,56.9,848.000001,358.0
183,25.5,57.9,1087.0,317.0
184,25.6,57.9,1120.000004,295.0
185,25.6,59.1,1508.0,256.0
186,24.6,61.5,1020.0,240.0
187,24.8,76.1,1028.000003,0.0
188,20.775,77.7,749.999999,0.0
189,18.7,83.0,687.0,0.0
190,18.7,83.9,660.0,0.0
191,18.6,84.8,631.0,0.0
192,18.7,83.9,611.0,0.0
193,19.1,82.7,602.0,0.0
194,19.1,82.4,579.0,0.0
195,19.3,81.6,567.0,0.0
196,19.0,82.3,556.0,0.0
197,18.9,82.7,544.0,0.0
198,18.9,82.1,535.0,0.0
199,19.0,81.6,528.0,0.0
200,19.8,78.8,659.000004,255.0
201,20.8,73.1,1127.0,251.0
202,26.4,58.7,996.000005,290.0
203,25.1,58.6,833.000004,328.000002
204,25.0,58.9,797.0,320.0
205,25.1,59.4,883.999998,368.999998
206,25.3,64.0,1257.999998,304.0
207,25.6,59.1,983.0,281.0
208,25.9,62.4,1199.999995,263.999999
209,25.5,63.3,999.000003,249.0
210,24.7,66.9,1094.0,240.0
211,22.2,75.0,960.000001,0.0
212,19.72,88.3,793.999999,0.0
213,18.49,74.3,682.0,0.0
214,21.35,70.5,594.0,0.0
215,20.05,75.7,536.0,0.0
216,18.58,80.6,517.0,0.0
217,18.49,71.5,513.0,0.0
218,21.43,69.5,484.0,0.0
219,20.26,74.6,474.0,0.0
220,20.92,67.1,470.0,0.0
221,20.96,72.9,467.0,0.0
222,19.72,73.5,468.0,0.0
223,20.05,73.3,478.0,0.0
224,25.0,67.1,1063.000004,250.0
225,27.6,64.0,978.0,257.0
226,27.5,62.8,703.000002,276.0
227,26.2,63.7,470.0,320.999999
228,26.0,60.1,671.0,393.0
229,25.8,59.1,742.999998,323.000004
230,25.9,58.2,759.000002,346.999999
231,25.8,61.4,861.0,349.0
232,25.2,60.1,898.999999,286.000001
233,26.9,61.5,855.999997,253.0
234,25.3,62.7,592.0,242.0
235,24.9,68.2,506.999999,0.0
236,19.06,75.2,487.0,0.0
237,18.85,68.8,485.0,0.0
238,18.93,71.3,484.0,0.0
239,18.66,71.0,486.0,0.0
240,18.98,70.1,484.0,0.0
241,21.09,60.4,484.0,0.0
242,21.52,63.5,477.0,0.0
243,19.96,65.7,473.0,0.0
244,19.76,71.4,471.0,0.0
245,21.43,60.3,473.0,0.0
246,20.35,66.2,461.0,0.0
247,18.45,70.4,459.0,0.0
248,26.1,60.3,1033.0,249.0
249,26.5,61.3,969.0,279.0
250,25.7,57.5,612.000001,290.000001
251,25.9,58.4,900.999998,315.0
252,26.1,59.5,813.0,348.0
253,26.4,51.900001,664.000001,403.999998
254,25.1,61.2,560.000004,310.000005
255,25.1,64.7,964.0,313.0
256,23.79,67.8,1016.999994,306.000001
257,23.46,62.2,1013.999996,263.0
258,23.24,64.4,750.0,240.0
259,22.12,70.9,606.0,2.5e-05
260,18.71,71.8,571.0,0.0
261,20.92,63.1,565.0,0.0
262,21.77,61.3,558.0,0.0
263,19.83,70.8,541.0,0.0
264,19.28,60.9,552.0,0.0
265,19.96,68.5,555.0,0.0
266,19.28,61.9,561.0,0.0
267,20.57,67.7,548.0,0.0
268,19.58,67.5,541.0,0.0
269,19.02,72.9,547.0,0.0
270,18.89,63.1,556.0,0.0
271,19.72,69.0,540.0,0.0
272,20.44,66.7,997.999998,250.0
273,23.305,60.5,1154.0,265.0
274,24.6,58.1,921.0,295.0
275,25.8,58.2,951.999998,330.0
276,25.7,53.2,707.0,356.0
277,24.0,54.1,640.000008,359.999999
278,24.4,59.599999,620.000002,366.999999
279,24.9,60.2,684.0,377.0
280,25.7,58.7,798.999996,321.000001
281,25.4,57.8,1018.000003,257.0
282,24.6,58.3,937.0,240.0
283,24.3,58.5,678.000001,2.5e-05
284,17.0,73.0,602.0,0.0
285,18.6,73.9,562.0,0.0
286,19.2,74.1,549.0,0.0
287,19.0,77.6,536.0,0.0
288,19.2,76.3,530.0,0.0
289,19.2,75.7,530.0,0.0
290,19.0,76.3,529.0,0.0
291,19.0,76.7,525.0,0.0
292,19.1,76.5,528.0,0.0
293,19.0,76.0,533.0,0.0
294,19.2,75.6,530.0,0.0
295,19.3,76.4,531.0,0.0
296,22.1,70.7,1087.999995,249.0
297,28.0,62.4,1115.0,248.0
298,26.0,61.1,902.000003,248.0
299,26.0,62.1,801.999998,248.0
300,26.0,62.2,788.0,248.0
301,26.7,67.0,682.000008,248.0
302,25.3,60.4,664.000005,248.0
303,25.7,66.0,1076.0,248.0
304,26.2,59.400001,937.999999,248.0
305,26.3,60.4,946.999997,246.0
306,25.0,61.6,664.0,247.0
307,23.88,68.1,516.000001,248.0
308,20.79,66.2,489.0,0.0
309,22.38,62.0,461.0,0.0
310,20.79,67.3,443.0,0.0
311,22.29,59.9,435.0,0.0
312,21.09,65.6,428.0,0.0
313,20.94,68.8,447.0,0.0
314,20.53,76.0,463.0,0.0
315,19.84,73.0,447.0,0.0
316,21.17,70.3,460.0,0.0
317,21.43,74.5,479.0,0.0
318,21.86,72.4,490.0,0.0
319,22.25,73.7,502.999999,0.0
320,24.58,66.4,960.999997,247.0
321,28.2,64.9,1052.0,246.0
322,27.2,62.7,699.000003,246.0
323,26.4,65.5,494.999999,246.0
324,26.2,64.3,469.0,249.0
325,27.3,62.0,546.00001,245.0
326,27.1,62.8,431.999999,246.0
327,27.4,60.8,368.0,246.0
328,26.3,63.4,533.0,246.0
329,25.7,60.0,813.000003,247.0
330,26.3,59.9,732.0,246.0
331,24.6,63.4,505.000003,247.0
332,24.8,78.9,467.0,0.0
333,18.4,79.8,463.0,0.0
334,18.6,79.2,470.0,0.0
335,18.9,78.3,478.0,0.0
336,18.8,78.1,480.0,0.0
337,19.0,76.7,485.0,0.0
338,19.0,77.3,490.0,0.0
339,19.1,77.2,495.0,0.0
340,19.2,77.7,500.0,0.0
341,19.0,78.4,502.0,0.0
342,19.0,79.1,511.0,0.0
343,19.1,78.5,516.0,0.0
344,23.7,69.4,1115.000004,249.0
345,28.3,67.9,966.0,246.0
346,27.9,66.4,710.000001,246.0
347,26.8,64.5,590.0,246.0
348,27.5,64.3,629.0,247.0
349,24.9,57.600001,457.000006,248.0
350,25.1,58.8,749.000006,246.0
351,25.5,64.7,1171.0,246.0
352,25.8,58.6,848.000002,256.0
353,24.9,60.9,1087.999999,241.0
354,23.7,61.6,1012.0,238.0
355,23.7,65.7,841.999998,247.0
356,19.5,78.5,733.0,0.0
357,18.7,82.5,687.0,0.0
358,18.8,81.2,659.0,0.0
359,18.9,81.1,637.0,0.0
360,19.0,81.2,616.0,0.0
361,19.2,80.4,598.0,0.0
362,19.4,79.7,585.0,0.0
363,18.9,80.6,573.0,0.0
364,19.2,79.7,562.0,0.0
365,19.0,80.6,556.0,0.0
366,19.1,80.7,552.0,0.0
367,18.9,81.7,547.0,0.0
368,22.9,67.4,1108.000003,241.0
369,25.5,61.4,1011.0,246.0
370,26.3,61.4,763.000002,300.999999
371,25.5,63.0,750.000002,367.000001
372,25.2,66.2,971.0,298.0
373,25.0,62.1,784.000003,307.999997
374,25.8,60.9,750.000003,309.999998
375,24.8,62.0,764.0,299.0
376,25.4,63.8,1088.000002,275.000001
377,25.1,66.0,1054.999997,268.999999
378,23.8,68.7,1023.0,261.0
379,23.8,74.9,804.999997,270.0
380,20.5,81.8,634.999999,0.0
381,18.9,88.5,566.0,0.0
382,18.6,89.0,534.0,0.0
383,18.5,89.5,516.0,0.0
384,18.9,88.0,507.0,0.0
385,18.9,88.4,505.0,0.0
386,19.6,83.8,501.0,0.0
387,18.6,87.5,496.0,0.0
388,19.2,84.6,496.0,0.0
389,18.9,85.6,500.0,0.0
390,18.9,85.3,501.0,0.0
391,18.9,86.3,501.0,0.0
392,23.0,71.6,1048.999998,268.0
393,26.5,60.9,952.0,287.0
394,25.1,57.9,791.999998,317.0
395,25.5,55.200001,754.000001,338.0
396,26.0,55.0,627.0,360.0
397,25.2,58.0,604.999998,353.000002
398,25.3,54.000001,558.000001,320.000009
399,25.5,58.1,730.0,390.0
400,24.6,62.2,952.999997,337.000001
401,25.7,61.4,996.0,283.0
402,24.4,61.9,847.0,263.0
403,23.7,63.7,582.000001,270.0
404,19.6,80.5,536.0,0.0
405,18.7,83.9,533.0,0.0
406,18.4,84.4,536.0,0.0
407,19.0,82.5,539.0,0.0
408,19.0,83.4,540.0,0.0
409,19.0,83.2,541.0,0.0
410,19.1,82.6,534.0,0.0
411,19.0,83.9,537.0,0.0
412,19.3,83.4,533.0,0.0
413,19.1,84.5,537.0,0.0
414,19.0,85.6,541.0,0.0
415,18.9,85.8,540.0,0.0
416,22.9,71.8,1077.000002,262.0
417,25.3,63.3,1087.0,267.0
418,25.7,61.5,882.000001,273.0
419,25.2,64.1,930.0,296.999999
420,25.1,68.1,1138.0,343.0
421,25.2,60.9,1029.0,306.000004
422,23.5,63.2,1028.999999,398.999994
423,24.9,60.2,963.0,359.0
424,24.0,56.4,764.000001,330.000004
425,24.2,55.0,699.000001,289.999999
426,22.6,53.5,762.0,259.0
427,19.6,58.6,779.999998,260.0
428,17.5,63.1,561.999998,0.0
429,18.4,57.0,463.0,0.0
430,19.0,56.3,431.0,0.0
431,18.5,55.9,418.0,0.0
432,18.7,56.5,412.0,0.0
433,19.0,55.5,415.0,0.0
434,19.2,56.4,420.0,0.0
435,18.8,59.2,425.0,0.0
436,18.7,59.4,431.0,0.0
437,18.8,59.4,439.0,0.0
438,18.8,59.0,440.0,0.0
439,19.0,59.7,446.999999,264.999973
440,21.9,54.8,898.000002,264.0
441,23.6,54.7,1087.0,292.0
442,25.5,57.4,1136.0,325.000001
443,25.2,59.9,998.000002,334.000004
444,25.2,61.2,1152.0,407.0
445,25.4,56.2,817.000006,418.000003
446,25.4,61.8,841.000002,417.999997
447,25.3,58.0,1124.0,314.0
448,25.8,60.3,819.000006,290.0
449,25.6,61.0,1016.999999,267.0
450,24.0,64.4,903.0,261.0
451,23.2,62.8,804.000002,269.0
452,19.0,80.4,726.999999,0.0
453,18.3,83.9,673.0,0.0
454,19.0,81.9,643.0,0.0
455,19.6,80.3,610.999999,0.0
456,18.9,82.3,591.0,0.0
457,19.0,81.0,583.0,0.0
458,19.0,80.3,584.0,0.0
459,19.0,81.1,587.0,0.0
460,18.9,81.7,586.0,0.0
461,18.9,81.5,591.0,0.0
462,18.9,81.6,594.0,0.0
463,19.0,83.1,605.999999,278.999972
464,23.5,70.3,928.999997,262.0
465,26.4,64.5,955.0,279.0
466,25.3,68.0,908.999998,301.0
467,25.1,66.8,998.000003,302.999999
468,25.1,68.7,976.0,290.0
469,24.9,69.2,1135.999998,290.0
470,24.9,68.4,1153.000003,286.0
471,24.6,69.4,1012.0,279.0
472,24.4,70.3,1016.000003,270.000001
473,23.8,71.6,1032.999997,265.0
474,23.3,73.1,1029.0,262.0
475,23.1,74.9,946.999999,270.0
476,19.6,85.7,773.999998,0.0
477,18.6,89.4,675.0,0.0
478,18.2,89.7,612.0,0.0
479,18.4,85.6,578.0,0.0
480,19.3,80.8,571.0,0.0
481,18.9,83.3,564.999999,0.0
482,19.0,82.4,551.0,0.0
483,19.1,81.7,544.0,0.0
484,19.1,81.6,538.0,0.0
485,18.9,82.1,536.0,0.0
486,18.9,81.9,535.0,0.0
487,19.4,80.6,597.999993,275.0
488,23.2,68.7,1015.000004,271.0
489,24.9,65.2,945.0,265.0
490,24.5,65.8,1152.999995,273.0
491,25.4,63.5,1055.000001,288.0
492,24.2,67.6,1077.0,295.0
493,24.5,66.5,1173.999998,315.999997
494,22.4,66.7,1050.000002,317.0
495,24.1,62.7,1029.0,384.0
496,24.6,62.1,1142.000002,370.999997
497,25.0,62.0,1034.000002,291.999999
498,24.0,67.1,965.0,264.0
499,23.1,65.3,637.000003,270.0
500,19.6,79.3,554.0,0.0
501,18.4,85.4,543.0,0.0
502,18.4,84.3,544.0,0.0
503,18.8,80.5,537.0,0.0
504,19.4,79.1,540.0,0.0
505,19.2,81.2,543.0,0.0
506,18.7,82.1,552.0,0.0
507,18.9,80.7,560.0,0.0
508,18.8,81.2,570.0,0.0
509,19.0,80.6,574.0,0.0
510,18.7,82.1,582.0,0.0
511,19.6,80.5,658.999992,275.0
512,23.2,70.0,1200.000002,272.0
513,25.4,64.8,926.0,290.0
514,25.9,62.8,1047.000001,345.000001
515,23.5,73.0,1095.000005,315.0
516,25.0,65.2,1020.0,304.0
517,25.0,69.8,1111.000007,309.000002
518,26.1,66.3,1075.99999,316.000001
519,25.1,65.4,967.0,295.0
520,25.1,67.8,1061.999996,292.0
521,25.1,70.0,1020.000002,276.0
522,25.2,69.1,1029.0,263.0
523,24.5,66.1,787.000005,269.0
524,20.7,77.3,616.999999,0.0
525,18.6,86.5,584.0,0.0
526,18.5,85.7,578.0,0.0
527,18.7,83.4,574.0,0.0
528,19.2,81.4,574.0,0.0
529,19.2,81.9,574.0,0.0
530,18.8,83.0,578.0,0.0
531,19.1,81.2,583.0,0.0
532,19.0,80.9,585.0,0.0
533,18.8,82.2,587.000001,0.0
534,19.0,81.2,595.0,0.0
535,19.7,79.4,659.999994,275.0
536,23.4,68.0,1006.000005,271.0
537,25.7,64.2,932.0,294.0
538,25.5,63.0,876.999998,321.0
539,25.3,61.799999,723.999998,344.0
540,23.6,60.5,503.0,367.0
541,24.4,53.1,534.000006,397.000001
542,26.8,54.8,523.999998,406.0
543,25.3,59.6,626.0,381.0
544,25.6,58.7,783.999996,358.000002
545,25.0,62.9,1132.000003,280.999999
546,25.6,61.4,966.0,262.0
547,24.5,59.2,1124.999996,269.0
548,20.7,75.9,1005.999998,0.0
549,18.9,86.3,869.0,0.0
550,18.5,86.5,803.000001,0.0
551,19.2,82.5,749.0,0.0
552,19.2,84.6,713.0,0.0
553,19.0,85.6,693.0,0.0
554,19.0,85.6,675.0,0.0
555,18.8,86.5,653.0,0.0
556,19.0,85.8,634.0,0.0
557,19.0,85.8,622.0,0.0
558,19.0,85.9,621.0,0.0
559,20.5,81.9,720.999998,272.0
560,24.5,66.2,1060.999999,270.0
561,26.9,63.0,883.0,268.0
562,26.2,60.7,596.000002,268.0
563,26.7,65.6,590.999998,270.0
564,26.0,61.3,449.0,269.0
565,24.8,63.6,832.999999,268.0
566,26.3,64.5,1235.999994,268.0
567,27.2,61.6,888.0,267.0
568,25.9,64.3,737.000003,268.0
569,22.4,64.9,982.000004,279.000001
570,24.8,63.3,1055.0,264.0
571,24.0,61.8,657.000002,269.0
572,19.9,78.9,565.0,0.0
573,18.5,83.9,561.0,0.0
574,18.3,82.7,557.0,0.0
575,19.2,78.9,552.0,0.0
576,19.1,80.5,551.0,0.0
577,19.1,80.1,550.0,0.0
578,18.9,80.1,552.0,0.0
579,19.1,79.7,555.0,0.0
580,18.9,81.2,561.0,0.0
581,18.9,81.1,565.0,0.0
582,19.5,79.6,570.0,0.0
583,20.2,78.8,697.999994,273.0
584,24.5,65.1,1210.0,267.0
585,25.7,63.0,932.0,294.0
586,25.6,62.8,1063.999998,333.999997
587,25.1,62.6,971.999995,369.000002
588,24.9,59.2,1012.0,463.0
589,25.8,55.0,672.000001,447.999995
590,25.7,60.3,784.999997,348.000014
591,25.5,57.7,880.0,457.0
592,24.4,59.0,1087.999993,363.999993
593,24.0,60.0,1055.999998,304.000003
594,25.6,58.4,1149.0,267.0
595,24.4,57.0,678.000002,269.0
596,20.5,69.0,560.0,0.0
597,18.3,79.1,543.0,0.0
598,18.3,78.5,542.0,0.0
599,18.9,75.2,546.0,0.0
600,18.9,74.9,546.0,0.0
601,18.9,74.1,542.0,0.0
602,18.9,73.2,544.0,0.0
603,19.0,72.0,554.0,0.0
604,19.1,70.7,558.0,0.0
605,19.0,71.8,568.0,0.0
606,18.9,71.4,573.0,0.0
607,20.5,66.4,796.999994,272.0
608,24.2,54.2,972.000006,273.0
609,24.9,56.8,950.0,299.0
610,25.6,57.1,1158.000005,325.0
611,25.8,61.099999,803.999996,348.0
612,26.4,49.6,598.0,363.0
613,25.0,55.199999,523.000005,397.999999
614,27.4,49.0,527.999999,402.000003
615,25.4,58.1,642.0,372.0
616,25.5,59.7,746.999995,359.000001
617,24.9,58.6,1031.0,297.0
618,26.2,58.8,966.0,267.0
619,24.7,56.3,661.000002,269.0
620,20.8,66.2,544.0,0.0
621,18.3,74.5,523.0,0.0
622,18.2,72.9,521.0,0.0
623,19.2,68.4,522.0,0.0
624,19.1,69.5,519.0,0.0
625,19.0,69.8,518.0,0.0
626,19.1,69.8,521.0,0.0
627,19.0,69.8,523.0,0.0
628,18.8,70.5,529.0,0.0
629,19.0,69.8,527.0,0.0
630,18.8,69.9,524.0,0.0
631,20.5,63.1,717.999996,273.0
632,24.8,56.3,1206.999996,270.0
633,26.2,60.9,898.0,269.0
634,26.1,58.5,697.0,269.0
635,26.6,62.6,763.000004,269.0
636,27.5,61.5,786.0,269.0
637,27.3,62.1,646.999999,269.0
638,27.4,63.399999,489.999998,268.0
639,27.6,63.0,460.0,268.0
640,27.4,62.0,514.000004,268.0
641,25.8,60.4,506.0,269.0
642,24.9,58.8,1018.0,269.0
643,23.4,60.3,721.000003,269.0
644,19.7,70.4,582.0,0.0
645,18.2,75.1,560.0,0.0
646,18.7,71.9,549.0,0.0
647,19.2,70.4,539.999999,0.0
648,19.2,70.5,533.0,0.0
649,19.2,71.0,529.0,0.0
650,19.2,70.5,531.0,0.0
651,18.9,70.9,527.0,0.0
652,18.9,69.6,528.0,0.0
653,19.1,68.6,527.0,0.0
654,19.3,67.8,528.0,0.0
655,21.0,60.0,757.999995,272.0
656,25.4,55.2,1137.999999,269.0
657,26.3,60.0,781.0,269.0
658,26.9,62.3,776.999999,269.0
659,27.3,64.7,642.000004,269.0
660,26.2,59.6,494.0,266.0
661,24.6,42.600002,508.000007,408.999999
662,24.1,55.9,525.000007,420.999999
663,26.1,53.1,640.0,385.0
664,25.9,57.2,652.999995,355.000001
665,25.1,60.0,869.000004,299.0
666,22.7,52.4,815.0,265.0
667,22.1,49.3,771.999995,268.0
668,19.6,68.7,725.0,0.0
669,18.6,77.5,691.0,0.0
670,18.6,77.4,666.0,0.0
671,19.4,74.8,646.0,0.0
672,19.4,75.1,636.0,0.0
673,19.2,76.0,628.999999,0.0
674,18.9,78.1,621.0,0.0
675,18.8,78.9,611.0,0.0
676,19.1,78.3,608.0,0.0
677,18.9,79.5,609.0,0.0
678,19.0,81.0,607.0,0.0
679,21.2,71.9,819.999995,269.0
680,25.2,61.8,1006.000006,267.0
681,26.7,61.1,894.0,266.0
682,26.4,61.4,651.000001,265.0
683,26.1,63.1,781.000004,266.0
684,27.0,61.7,673.0,267.0
685,28.5,67.6,621.000003,266.0
686,27.0,64.6,507.999999,265.0
687,25.9,62.2,535.0,265.0
688,26.3,59.900001,898.999996,267.0
689,26.2,61.3,759.999997,266.0
690,25.4,61.2,766.0,266.0
691,23.8,65.5,605.000002,267.0
692,20.5,76.4,540.0,0.0
693,18.7,84.8,538.0,0.0
694,18.4,85.5,542.0,0.0
695,18.9,82.6,544.0,0.0
696,19.3,81.8,552.0,0.0
697,19.3,81.9,554.0,0.0
698,18.8,83.2,556.0,0.0
699,18.7,84.0,561.0,0.0
700,19.0,82.6,567.0,0.0
701,19.1,82.9,571.0,0.0
702,19.2,82.7,578.0,0.0
703,21.3,72.2,788.999995,269.0
704,26.0,62.5,1034.000004,267.0
705,26.2,61.7,835.0,266.0
706,26.4,59.9,568.000001,267.0
707,26.8,61.5,551.999999,266.0
708,27.6,65.1,477.0,266.0
709,27.9,63.6,409.0,266.0
710,28.0,67.1,395.0,265.0
711,23.7,53.0,412.0,266.0
712,26.1,51.700001,606.0,355.000001
713,25.5,59.999999,807.999997,305.999999
714,22.9,55.5,856.0,268.0
715,20.1,57.9,842.999997,259.0
716,18.3,72.7,982.999999,0.0
717,18.1,75.5,899.0,0.0
718,18.7,71.3,835.0,0.0
719,19.1,70.0,781.0,0.0
720,19.3,69.0,738.0,0.0
721,19.3,68.1,709.0,0.0
722,18.9,68.5,684.0,0.0
723,18.8,68.5,662.0,0.0
724,19.0,67.6,646.0,0.0
725,19.0,67.2,625.999999,0.0
726,19.0,65.9,610.0,0.0
727,19.5,60.6,877.999995,260.0
728,22.7,55.8,1137.999998,276.0
729,25.0,58.0,1133.0,302.0
730,25.0,58.0,1133.0,302.0
731,25.0,50.9,658.999996,354.0
732,27.0,51.5,571.0,372.0
733,24.6,54.999999,536.999997,407.0
734,24.2,51.600001,498.000008,412.999999
735,24.2,51.600001,498.000008,412.999999
736,24.0,53.9,498.000008,359.0
737,24.8,58.3,735.000006,307.0
738,23.3,50.9,742.0,267.0
739,20.3,47.2,709.999996,259.0
740,19.0,65.7,910.0,0.0
741,19.0,69.0,847.0,0.0
742,19.2,67.8,780.0,0.0
743,19.1,67.0,713.0,0.0
744,19.0,67.2,686.0,0.0
745,19.1,66.4,659.0,0.0
746,19.0,67.2,643.999999,0.0
747,19.1,65.7,623.0,0.0
