,Tair,Rhair,CO2air,PARin
103,17.7,71.3,921.0,0.0
104,18.2,70.7,930.999999,0.0
105,19.3,73.3,902.0,242.0
106,20.8,73.1,922.000001,48.000023
107,20.4,73.4,912.0,119.999999
108,20.0,79.9,890.0,122.0
109,21.9,76.8,1118.999999,180.99999
110,22.1,69.800001,926.999995,132.000004
111,21.3,79.0,1017.0,132.0
112,20.5,73.3,1190.999994,55.000001
113,19.8,73.6,1053.0,243.999999
114,19.9,75.5,940.0,282.0
115,20.0,72.6,951.000001,281.0
116,20.1,75.7,937.999999,295.0
117,20.1,73.3,917.0,296.0
118,19.9,74.3,901.000001,277.000001
119,20.1,72.3,920.999999,295.0
120,18.8,73.6,907.0,0.0
121,17.8,75.6,973.000001,0.0
122,17.8,73.9,960.0,0.0
123,17.9,73.2,913.0,0.0
124,17.8,73.6,894.000002,0.0
125,17.8,73.0,931.999997,0.0
126,18.1,73.1,899.0,0.0
127,18.0,73.3,957.000002,0.0
128,18.0,74.1,928.999999,0.0
129,19.6,74.9,907.0,276.0
130,19.9,75.6,920.999999,261.999998
131,20.2,76.3,885.000005,243.999999
132,19.9,74.9,926.0,259.0
133,19.4,75.4,994.0,133.000012
134,19.5,73.7,909.999999,73.0
135,19.0,74.8,920.0,38.0
136,18.8,77.2,920.999999,64.999998
137,19.4,73.6,903.0,252.000002
138,19.3,72.2,917.0,252.0
139,19.6,73.7,897.000001,286.0
140,19.6,72.4,977.999998,295.0
141,19.5,71.6,934.0,295.0
142,19.0,71.3,926.000001,295.0
143,18.9,72.6,895.000004,295.0
144,17.8,70.6,933.0,0.0
145,17.4,73.8,902.000001,0.0
146,17.9,71.3,967.999998,0.0
147,17.9,73.8,920.0,0.0
148,17.9,72.8,924.000001,0.0
149,17.9,74.0,924.999999,0.0
150,17.9,74.0,932.0,0.0
151,18.2,71.4,920.000002,0.0
152,18.2,70.9,931.000001,0.0
153,19.4,76.3,949.0,267.0
154,20.1,73.4,934.000001,219.0
155,20.2,75.3,914.999999,91.999998
156,20.3,80.4,908.0,119.0
157,21.6,72.1,1089.000011,152.999993
158,21.3,73.800001,1036.999997,163.0
159,21.4,77.6,984.0,46.0
160,20.5,78.399999,1004.999996,65.000001
161,19.3,75.6,1091.999998,197.000001
162,19.6,73.3,983.0,268.0
163,20.3,74.8,926.999997,295.0
164,20.3,74.8,928.999999,294.999999
165,19.8,76.4,896.0,285.0
166,20.2,74.7,958.000001,295.0
167,20.4,73.4,923.0,294.0
168,18.5,78.4,922.0,0.0
169,17.8,78.0,913.0,0.0
170,17.8,77.3,954.999998,0.0
171,17.8,77.1,913.0,0.0
172,18.0,76.6,935.0,0.0
173,18.0,77.2,915.000001,0.0
174,18.1,77.2,936.0,0.0
175,18.3,76.5,926.999998,0.0
176,18.1,77.3,909.999999,0.0
177,20.2,74.0,898.0,285.0
178,21.1,75.4,895.000002,54.000013
179,20.8,71.100001,895.000014,81.0
180,21.3,76.6,927.0,120.0
181,21.0,79.899999,1122.999988,132.0
182,21.5,72.600001,1214.999994,95.000001
183,21.1,79.9,1016.0,76.0
184,21.5,81.0,982.000003,63.0
185,20.4,78.3,995.999999,181.0
186,20.5,78.3,918.0,281.0
187,20.7,78.3,925.0,293.0
188,20.9,77.2,1076.0,244.000005
189,21.3,73.8,1010.0,292.0
190,21.2,76.1,1017.0,293.0
191,21.2,75.5,1015.999998,293.0
192,18.4,82.5,1012.0,0.0
193,18.2,80.6,945.0,0.0
194,18.0,80.1,918.0,0.0
195,17.8,80.0,932.0,0.0
196,18.0,78.8,942.999999,0.0
197,18.0,78.6,916.0,0.0
198,18.1,78.3,937.0,0.0
199,18.1,77.4,942.0,0.0
200,17.9,77.5,933.999999,0.0
201,20.1,74.1,916.0,273.0
202,20.9,74.2,902.0,198.0
203,21.0,73.7,970.000002,86.0
204,20.9,77.2,933.0,68.0
205,21.0,79.8,1017.000004,109.999998
206,20.8,75.8,999.0,146.0
207,20.6,79.0,979.0,43.0
208,20.3,75.3,923.0,224.999995
209,20.6,75.4,918.000001,259.999999
210,20.9,75.0,935.0,280.0
211,20.7,79.4,903.999999,292.999999
212,21.3,75.6,1239.999994,280.000001
213,21.2,74.2,1006.0,281.0
214,21.2,74.1,1234.000008,277.000001
215,21.2,75.2,1025.999996,292.0
216,18.6,81.6,1012.0,0.0
217,18.4,80.4,967.000001,0.0
218,18.0,79.5,900.000004,0.0
219,17.8,79.0,906.0,0.0
220,18.1,76.9,923.999998,0.0
221,18.1,75.7,934.999999,0.0
222,18.0,75.3,923.0,0.0
223,18.1,75.2,926.0,0.0
224,17.9,74.7,906.0,0.0
225,20.0,72.0,934.0,246.0
226,20.8,73.4,970.000002,140.0
227,20.7,78.8,879.000003,70.0
228,21.1,74.0,936.0,134.0
229,21.0,77.2,1061.000004,71.000004
230,20.7,81.3,908.999999,90.999999
231,20.8,74.2,944.0,95.0
232,20.3,73.2,940.0,38.000001
233,19.6,76.5,979.000001,186.0
234,20.0,73.7,899.0,265.0
235,20.2,75.9,956.999999,2.9e-05
236,18.0,76.0,909.000002,0.0
237,17.6,74.8,907.0,0.0
238,17.8,72.2,916.000001,0.0
239,17.9,70.8,920.000002,0.0
240,17.6,74.5,955.0,0.0
241,18.1,73.3,982.000001,0.0
242,18.2,71.8,923.000002,0.0
243,17.9,71.1,958.0,0.0
244,20.0,74.2,927.000002,291.0
245,20.2,73.6,905.000001,291.0
246,19.7,76.7,913.0,291.0
247,19.7,74.3,990.0,290.0
248,19.3,75.3,964.000002,290.999999
249,20.0,72.3,905.0,181.0
250,19.8,72.0,934.0,54.000001
251,20.5,74.1,905.999999,96.0
252,21.8,79.3,979.0,139.0
253,23.3,72.4,961.999992,185.999997
254,20.7,82.699999,955.999997,59.000004
255,20.5,74.1,928.0,71.0
256,19.9,78.9,961.000001,113.999995
257,19.3,76.3,950.999999,181.0
258,19.7,77.3,921.0,255.0
259,17.8,74.1,920.0,0.0
260,17.5,73.0,910.999999,0.0
261,17.8,71.7,943.0,0.0
262,17.5,74.3,889.000002,0.0
263,17.8,71.8,923.999999,0.0
264,17.9,73.5,894.0,0.0
265,18.1,71.4,906.999999,0.0
266,18.3,70.7,925.000001,0.0
267,18.1,70.4,917.0,0.0
268,20.2,72.1,890.000001,290.0
269,19.7,72.0,906.000001,290.0
270,19.0,74.1,906.0,281.0
271,19.4,71.1,957.000002,290.0
272,19.1,73.0,921.0,280.000001
273,18.9,71.2,922.0,236.0
274,19.3,73.9,912.0,62.0
275,20.5,83.5,995.999998,107.0
276,22.6,69.7,829.0,136.0
277,21.0,73.999999,830.0,148.999999
278,22.3,79.0,968.999994,149.999999
279,22.6,68.5,909.0,131.0
280,20.3,79.399999,919.999992,85.000001
281,19.5,76.6,945.999999,188.0
282,20.4,73.3,902.0,0.0
283,18.0,75.0,944.0,0.0
284,17.6,72.7,940.999999,0.0
285,17.8,71.2,909.0,0.0
286,18.0,71.4,930.999999,0.0
287,17.8,71.2,935.999999,0.0
288,18.1,70.5,923.0,0.0
289,17.9,72.6,912.000001,0.0
290,18.0,73.5,909.000001,0.0
291,18.2,72.6,918.0,297.0
292,19.6,75.2,930.000001,290.0
293,19.6,71.7,911.999999,289.0
294,19.3,73.7,901.0,290.0
295,19.6,73.7,926.000003,289.0
296,19.9,73.1,969.999998,290.0
297,19.6,72.9,946.0,261.0
298,19.4,72.9,965.000001,165.0
299,19.4,82.7,910.0,97.0
300,21.5,75.2,912.0,138.0
301,22.2,77.0,963.000007,156.000002
302,20.4,83.299999,1003.999997,114.0
303,21.3,73.1,880.0,70.0
304,20.2,74.7,885.000002,117.0
305,20.6,73.4,970.000003,203.0
306,20.9,76.1,1020.0,0.0
307,18.5,76.6,954.000002,0.0
308,18.0,77.9,946.999998,0.0
309,18.0,77.5,918.0,0.0
310,17.9,78.1,938.000002,0.0
311,18.1,77.8,947.999997,0.0
312,17.9,79.2,938.0,0.0
313,18.0,79.5,920.000002,0.0
314,18.1,79.7,910.0,0.0
315,17.9,80.4,984.0,299.0
316,21.0,77.3,906.999999,289.0
317,21.6,74.2,938.999996,289.0
318,21.5,72.7,896.0,289.0
319,21.4,76.7,965.000001,288.0
320,21.2,77.3,899.000002,277.999998
321,20.9,76.4,924.0,251.0
322,21.0,75.9,934.999997,194.000004
323,21.2,74.4,926.000001,187.999991
324,21.7,78.2,896.0,239.0
325,22.3,83.1,895.999985,49.000014
326,22.4,70.000001,762.000004,148.0
327,22.1,83.7,880.0,122.0
328,21.1,74.5,905.000003,79.0
329,20.3,75.1,899.000002,63.000001
330,20.8,77.5,910.0,241.0
331,17.8,81.6,982.000001,0.0
332,17.8,79.6,961.000001,0.0
333,18.0,77.1,918.0,0.0
334,17.9,75.7,953.0,0.0
335,17.9,74.8,926.000001,0.0
336,17.6,74.6,901.0,0.0
337,17.8,73.9,908.000001,0.0
338,18.2,73.4,988.999999,0.0
339,18.2,73.4,912.0,296.0
340,20.5,75.9,917.000002,276.0
341,21.1,74.6,882.000002,289.0
342,21.1,74.5,901.0,289.0
343,21.1,76.2,968.999995,288.0
344,20.7,75.3,896.000002,274.0
345,20.6,76.4,915.0,233.0
346,20.9,80.499999,1016.000006,66.000014
347,21.5,78.9,931.999993,83.000005
348,22.1,76.1,908.0,161.0
349,21.1,79.599999,821.999997,209.999996
350,21.0,75.2,920.999999,70.000007
351,20.6,75.3,926.0,166.0
352,20.1,77.5,911.000001,215.0
353,20.3,74.3,960.000001,244.0
354,20.4,77.5,1001.0,0.0
355,18.7,76.8,913.000001,0.0
356,17.7,79.3,920.999998,0.0
357,17.9,77.7,911.0,0.0
358,18.0,77.3,951.0,0.0
359,18.2,77.8,916.999999,0.0
360,18.0,78.8,956.0,0.0
361,18.0,79.1,926.999998,0.0
362,18.0,79.0,904.000004,0.0
363,17.9,79.1,927.0,0.0
364,20.3,75.1,905.000002,263.000001
365,21.5,74.0,984.000002,277.0
366,21.1,76.0,1065.0,276.0
367,21.1,76.8,923.000003,276.999999
368,21.0,76.0,989.999994,275.999999
369,21.2,76.8,985.0,258.0
370,21.4,79.8,957.999992,251.999999
371,21.6,78.0,822.000003,112.000001
372,21.1,74.8,911.0,51.0
373,20.9,76.3,932.0,77.999997
374,21.3,76.5,913.000002,131.999998
375,21.1,75.4,915.0,109.0
376,20.9,78.1,903.999997,224.0
377,21.5,75.1,1020.0,220.0
378,21.7,74.9,1032.0,0.0
379,19.0,82.6,902.000001,0.0
380,19.4,80.5,990.999999,0.0
381,18.3,83.6,916.0,0.0
382,17.9,84.1,913.000003,0.0
383,17.8,83.9,930.999999,0.0
384,18.0,82.2,969.0,0.0
385,18.0,82.2,978.000001,0.0
386,17.8,80.9,909.999999,0.0
387,17.8,79.4,900.0,286.0
388,20.7,73.7,943.000001,278.0
389,21.1,74.4,920.999996,277.0
390,20.9,78.1,920.0,277.0
391,21.1,74.5,938.999995,276.999999
392,20.8,73.8,948.000001,262.999999
393,20.5,74.5,921.0,118.0
394,20.1,80.0,923.0,67.0
395,22.1,78.6,889.0,108.0
396,23.7,81.1,995.0,149.0
397,25.3,74.100001,826.000003,120.0
398,25.7,77.299999,902.999988,62.000012
399,22.9,73.8,842.0,119.0
400,21.1,76.599999,884.000004,65.000001
401,21.0,75.2,937.999999,188.0
402,21.0,74.7,921.0,0.0
403,18.2,79.9,922.999999,0.0
404,17.6,79.1,935.0,0.0
405,17.8,76.7,910.0,0.0
406,17.9,74.9,913.000001,0.0
407,18.1,75.4,919.999999,0.0
408,18.0,75.8,918.0,0.0
409,17.9,76.2,922.000001,0.0
410,18.1,75.7,915.0,0.0
411,18.1,76.2,910.0,285.0
412,20.9,73.4,946.0,277.0
413,21.2,74.4,876.0,275.999999
414,21.3,75.9,962.0,277.0
415,21.2,75.2,869.000005,276.0
416,21.1,76.2,961.999999,275.0
417,20.7,76.5,915.0,258.0
418,20.9,75.2,922.999998,225.0
419,21.0,79.1,973.999997,234.0
420,20.7,78.2,975.0,148.0
421,19.0,82.2,948.999995,176.000005
422,18.3,78.8,906.000003,233.999993
423,19.3,74.4,937.0,117.0
424,18.9,73.0,891.000004,193.000005
425,18.2,71.0,923.999996,165.999999
426,18.3,71.4,902.0,0.0
427,17.4,70.6,915.999998,0.0
428,17.5,71.8,934.999999,0.0
429,17.8,69.8,913.0,0.0
430,18.1,69.6,920.000002,0.0
431,17.7,70.5,922.999995,0.0
432,17.9,70.8,912.0,0.0
433,17.9,71.0,951.999999,0.0
434,18.3,68.8,940.0,0.0
435,17.9,71.3,973.0,274.0
436,18.8,70.7,941.000003,267.0
437,18.2,72.3,886.000006,268.0
438,17.8,69.9,954.0,268.0
439,17.6,71.5,926.000002,268.0
440,18.0,72.8,921.000005,263.0
441,18.2,71.2,938.0,181.0
442,18.2,72.5,915.999998,77.000001
443,19.6,78.8,964.999999,70.000004
444,21.2,75.8,932.0,127.0
445,23.1,74.0,914.999996,136.000005
446,21.5,75.1,960.999997,131.999997
447,20.6,74.8,926.0,42.0
448,20.8,74.0,933.999998,160.999999
449,20.4,74.3,903.999999,255.0
450,19.8,76.0,906.0,0.0
451,18.0,77.6,946.000001,0.0
452,17.8,77.6,931.999998,0.0
453,18.0,77.8,923.0,0.0
454,18.0,79.4,938.0,0.0
455,18.1,77.7,926.999999,0.0
456,17.8,79.2,916.0,0.0
457,17.8,77.2,931.000002,0.0
458,18.0,78.3,912.999999,0.0
459,18.1,79.0,922.0,290.0
460,20.6,73.1,909.0,283.0
461,20.5,75.1,961.999998,269.0
462,20.3,72.9,1037.0,273.0
463,20.1,78.0,926.999997,283.0
464,20.1,78.9,912.999999,271.000001
465,20.6,78.5,917.0,244.0
466,21.1,78.2,921.000014,246.0
467,20.7,77.0,892.999999,199.999999
468,20.5,77.4,934.0,202.0
469,20.6,77.4,898.000002,193.0
470,20.4,77.2,906.000002,217.999999
471,20.6,76.3,885.0,240.0
472,20.8,78.0,906.000002,244.000001
473,20.8,76.9,910.999997,257.999999
474,20.8,77.8,908.0,0.0
475,18.4,83.9,990.999991,0.0
476,18.6,82.9,948.999997,0.0
477,18.3,83.4,963.0,0.0
478,17.9,83.5,946.0,0.0
479,17.5,81.9,926.999998,0.0
480,18.0,79.1,905.0,0.0
481,17.9,79.3,988.000001,0.0
482,18.0,79.2,922.999998,0.0
483,18.2,78.3,944.0,290.0
484,20.4,75.5,906.999998,283.0
485,20.6,73.2,891.000003,283.0
486,20.0,77.1,1015.0,282.0
487,19.9,75.1,917.999999,283.0
488,19.3,73.7,1031.999998,268.0
489,19.3,74.1,904.0,245.0
490,19.3,74.5,954.0,251.0
491,19.8,72.6,997.999997,253.999995
492,19.1,74.1,985.0,197.0
493,19.1,75.3,915.999998,172.999996
494,19.6,77.4,914.999999,163.999999
495,21.0,75.0,937.0,223.0
496,20.9,74.7,924.999995,230.999996
497,20.6,81.1,918.0,144.999999
498,20.4,79.8,993.0,239.0
499,17.5,83.5,937.000001,0.0
500,17.7,80.3,919.999998,0.0
501,17.9,78.8,938.0,0.0
502,17.8,78.7,903.0,0.0
503,17.9,77.4,931.0,0.0
504,18.1,77.8,920.0,0.0
505,18.0,78.0,916.0,0.0
506,17.8,78.4,922.0,0.0
507,17.9,78.5,913.0,0.0
508,17.9,79.3,915.999997,0.0
509,17.8,79.2,906.0,0.0
510,17.9,79.0,978.0,0.0
511,18.0,80.2,930.0,0.0
512,18.0,79.6,948.0,0.0
513,20.3,75.3,913.0,220.0
514,21.5,73.9,920.000002,193.000001
515,20.3,73.5,937.999997,44.0
516,19.5,77.7,923.0,154.0
517,20.3,77.1,918.000001,101.000003
518,20.5,77.6,935.999998,161.000001
519,20.3,78.6,957.0,110.0
520,20.4,78.7,938.000002,224.000002
521,20.8,77.6,1014.999999,178.0
522,20.7,80.3,959.0,236.0
523,18.6,83.9,955.999994,0.0
524,18.0,83.3,909.0,0.0
525,17.8,82.6,933.0,0.0
526,17.8,81.7,908.000002,0.0
527,17.8,80.8,912.0,0.0
528,17.9,79.9,921.0,0.0
529,18.0,79.2,918.000001,0.0
530,17.9,79.7,985.0,0.0
531,17.9,78.9,930.0,293.0
532,20.4,73.5,964.999995,282.999999
533,20.5,72.8,1067.999999,283.0
534,20.3,74.4,911.0,283.0
535,20.2,74.8,904.999999,283.0
536,19.5,73.6,917.999999,261.0
537,19.3,73.8,917.0,111.0
538,20.0,81.5,914.999999,75.0
539,22.4,68.4,809.000005,109.000001
540,23.4,65.5,899.0,146.0
541,23.7,83.4,858.999999,173.000001
542,24.7,72.899999,945.999986,172.999999
543,21.8,71.5,773.0,103.0
544,20.9,77.199999,923.999989,112.000001
545,21.3,75.0,943.999997,178.000002
546,21.5,77.5,859.0,239.0
547,19.2,79.9,974.000001,0.0
548,18.6,81.9,981.999999,0.0
549,17.8,84.5,929.0,0.0
550,17.6,83.3,912.999999,0.0
551,17.9,83.1,916.999998,0.0
552,17.9,83.1,905.0,0.0
553,17.8,82.7,934.000001,0.0
554,17.8,82.6,908.000001,0.0
555,17.9,82.7,948.0,0.0
556,20.4,77.3,904.000003,283.0
557,21.2,76.2,951.000006,283.0
558,21.3,78.8,938.0,283.0
559,21.1,76.5,1088.999978,282.999999
560,20.5,79.6,911.000001,280.999998
561,21.2,76.8,890.0,200.0
562,21.0,78.0,927.999998,168.0
563,21.9,73.1,953.999991,172.999994
564,20.6,82.3,959.0,148.0
565,20.2,77.3,931.0,170.000001
566,20.4,75.1,987.999999,98.000001
567,18.9,78.7,921.0,167.0
568,19.9,76.2,946.000002,277.999988
569,19.4,81.5,912.999998,215.0
570,19.8,75.4,943.0,0.0
571,17.8,80.1,923.000002,0.0
572,17.6,78.6,954.0,0.0
573,17.6,78.1,951.0,0.0
574,17.9,76.9,896.000002,0.0
575,18.1,77.5,920.999999,0.0
576,18.0,77.0,948.0,0.0
577,17.8,77.9,924.999996,0.0
578,17.8,77.9,915.0,0.0
579,18.0,77.6,901.0,0.0
580,20.1,75.6,894.000002,283.0
581,20.2,78.2,972.999999,281.0
582,20.6,73.9,1066.0,282.0
583,20.2,75.2,899.0,283.0
584,19.5,76.6,1027.999998,258.0
585,20.3,77.8,952.0,182.0
586,20.3,74.6,929.0,223.999996
587,20.7,73.8,920.999998,171.000003
588,21.2,80.4,940.0,203.0
589,24.5,76.8,952.999998,238.999994
590,22.9,75.299999,934.999992,77.00001
591,22.1,73.5,960.0,189.0
592,21.2,74.0,920.000002,118.999991
593,20.9,76.1,922.999999,46.000002
594,20.0,78.8,915.0,200.0
595,18.5,74.4,927.000001,0.0
596,17.7,75.4,921.999999,0.0
597,17.9,72.8,921.0,0.0
598,17.9,71.8,925.000001,0.0
599,17.9,71.4,964.999999,0.0
600,17.8,71.1,913.0,0.0
601,18.0,71.6,944.0,0.0
602,18.2,70.9,941.999999,0.0
603,17.9,73.3,923.0,296.0
604,19.9,73.1,925.999998,287.0
605,19.6,74.9,912.999999,285.0
606,19.6,73.9,986.0,285.0
607,19.4,73.5,924.000002,275.000001
608,19.5,71.2,900.000001,260.999995
609,18.6,72.9,907.0,40.0
610,19.4,77.7,937.0,81.0
611,22.9,78.4,1296.000013,117.0
612,22.7,82.4,874.0,151.0
613,26.0,72.100001,863.000004,151.0
614,26.1,78.499999,1083.999989,153.000001
615,22.6,80.6,884.0,111.0
616,22.4,79.0,939.000001,103.000001
617,21.2,75.9,873.000007,116.999992
618,20.5,77.5,907.0,0.0
619,18.4,74.5,924.000001,0.0
620,17.8,72.6,925.0,0.0
621,17.6,73.3,915.0,0.0
622,18.2,70.5,970.000001,0.0
623,18.1,71.4,923.0,0.0
624,18.0,72.4,931.0,0.0
625,17.7,72.7,907.000001,0.0
626,18.0,71.3,919.999999,0.0
627,17.9,73.8,926.0,295.0
628,20.1,72.7,935.000001,285.0
629,19.5,74.0,925.999998,271.0
630,19.3,71.4,915.0,285.0
631,19.0,73.6,909.999999,285.999999
632,18.4,74.4,898.000004,246.0
633,19.3,74.3,908.0,192.0
634,20.0,74.5,959.000002,83.0
635,22.6,74.5,959.999991,120.0
636,24.1,65.1,810.0,158.0
637,23.0,81.899999,919.999998,178.0
638,25.2,71.799999,862.999991,168.0
639,23.5,80.9,1030.0,141.0
640,21.9,82.999999,989.99999,101.0
641,21.3,79.799999,1002.999998,45.0
642,21.0,75.8,902.0,188.0
643,17.9,78.4,917.999999,0.0
644,17.8,73.5,965.0,0.0
645,17.8,70.5,897.0,0.0
646,18.0,70.9,930.999998,0.0
647,17.7,73.5,923.0,0.0
648,17.9,70.5,921.0,0.0
649,18.2,70.7,912.999999,0.0
650,18.0,71.3,917.0,0.0
651,18.1,70.7,1024.0,0.0
652,19.8,73.6,943.000002,286.0
653,19.4,75.0,896.0,286.0
654,19.2,72.8,985.0,286.0
655,19.0,72.0,913.000002,285.999999
656,18.6,72.7,899.000002,231.0
657,18.2,71.1,949.0,39.0
658,19.5,79.0,900.999999,85.0
659,22.9,78.0,1018.0,122.0
660,24.3,80.6,895.0,158.0
661,23.8,80.599999,870.99999,177.999999
662,24.1,79.7,851.000013,167.0
663,23.6,72.6,974.0,137.0
664,23.0,83.6,974.000001,104.000001
665,21.0,75.000001,887.999999,43.0
666,20.7,76.2,937.0,113.0
667,18.3,79.1,912.0,0.0
668,17.6,76.3,951.0,0.0
669,17.8,72.4,917.0,0.0
670,17.8,71.0,916.000001,0.0
671,17.7,73.9,970.0,0.0
672,17.9,73.0,903.0,0.0
673,18.0,71.7,915.000001,0.0
674,18.0,71.6,920.0,0.0
675,18.2,72.2,946.0,0.0
676,20.1,74.6,917.999999,284.999999
677,21.0,73.0,935.999993,269.000002
678,21.2,75.5,929.0,284.0
679,21.1,75.3,996.000004,274.0
680,21.1,77.6,886.000006,259.999999
681,21.1,73.9,910.0,208.0
682,21.2,75.1,927.000002,244.000001
683,20.3,78.2,971.999998,156.000001
684,19.8,77.4,896.0,196.0
685,22.7,75.400001,895.000005,161.000002
686,21.4,74.4,943.999998,100.000002
687,20.9,76.6,943.0,124.0
688,20.9,77.8,899.000001,173.000001
689,21.1,77.4,912.000003,216.999999
690,20.9,78.5,940.0,215.0
691,18.4,81.0,981.999994,0.0
692,18.3,78.9,917.999998,0.0
693,17.9,79.4,921.0,0.0
694,17.9,78.3,912.000001,0.0
695,17.8,78.3,912.0,0.0
696,17.7,77.5,949.0,0.0
697,17.8,76.4,965.0,0.0
698,17.8,76.2,919.999999,0.0
699,18.1,75.0,944.0,0.0
700,20.6,73.6,939.999997,284.0
701,21.3,77.1,1008.000003,284.0
702,21.2,77.2,920.0,284.0
703,21.0,78.2,918.000009,284.0
704,20.9,76.2,893.000005,249.0
705,20.6,78.1,922.0,147.0
706,21.6,75.1,881.999998,98.0
707,21.6,78.7,1001.000004,127.999999
708,23.1,84.0,937.0,168.0
709,25.9,72.900001,967.00002,195.999999
710,27.5,67.8,901.999994,449.999998
711,24.9,80.8,859.0,114.0
712,23.9,80.9,920.000001,92.0
713,22.2,74.0,978.999996,44.0
714,21.6,74.4,976.0,0.0
715,18.9,81.8,911.0,0.0
716,18.1,80.0,964.999998,0.0
717,17.8,79.3,902.0,0.0
718,17.8,78.5,948.000001,0.0
719,17.7,76.2,947.999999,0.0
720,17.8,76.2,953.0,0.0
721,17.9,74.5,919.999998,0.0
722,18.2,73.9,925.0,0.0
723,18.0,73.9,900.0,0.0
724,19.9,75.0,952.999994,283.0
725,20.1,73.7,1039.999999,284.0
726,19.8,74.3,921.0,275.0
727,19.4,73.3,962.000001,274.000001
728,19.1,74.4,920.000004,230.0
729,19.0,74.7,925.0,44.0
730,19.0,74.7,925.0,44.0
731,23.1,80.2,1060.999993,123.0
732,23.8,83.6,943.0,161.0
733,25.0,82.1,931.999994,175.0
734,24.7,77.600001,941.999998,167.0
735,24.7,77.600001,941.999998,167.0
736,25.0,76.400001,941.999998,91.000001
737,22.0,79.4,972.999997,48.0
738,21.0,75.5,921.0,0.0
739,18.5,80.8,915.999999,0.0
740,17.9,79.5,906.000001,0.0
